Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.11217E-4,44.793298467,0.626496653,0.125086705,0.388020833,0.416666667
5.13267E-4,45.049338921,0.627968836,0.123930636,0.390625,0.427083333
5.19284E-4,45.256264763,0.632256846,0.12300578,0.393229167,0.4375
5.22365E-4,45.516873745,0.63443276,0.121849711,0.3984375,0.447916667
5.29164E-4,45.779737017,0.639189692,0.120693642,0.3984375,0.447916667
5.31988E-4,46.045544607,0.641147066,0.119537572,0.3984375,0.447916667
5.34542E-4,46.259154494,0.642908503,0.118612717,0.401041667,0.447916667
5.36593E-4,46.527080489,0.644316749,0.117456647,0.403645833,0.447916667
5.42426E-4,46.796437652,0.648291321,0.116300578,0.408854167,0.447916667
5.45326E-4,47.013944508,0.650250755,0.115375723,0.411458333,0.447916667
5.46597E-4,47.287115559,0.651106109,0.114219653,0.4140625,0.447916667
5.5061E-4,47.506735038,0.653792737,0.113294798,0.4140625,0.447916667
5.54365E-4,47.783348507,0.656287772,0.112138728,0.4140625,0.447916667
5.61067E-4,48.007027046,0.660697087,0.111213873,0.416666667,0.458333333
5.65342E-4,48.288611756,0.66347984,0.110057803,0.421875,0.458333333
5.66637E-4,48.515029402,0.66431863,0.109132948,0.424479167,0.458333333
5.71703E-4,48.799550598,0.667578823,0.107976879,0.427083333,0.458333333
5.75834E-4,49.029429101,0.670213641,0.107052023,0.4296875,0.458333333
5.77365E-4,49.260198478,0.671185022,0.106127168,0.434895833,0.46875
5.82649E-4,49.551032831,0.674515075,0.104971098,0.4375,0.46875
5.85939E-4,49.7849395,0.676571182,0.104046243,0.440104167,0.46875
5.88064E-4,50.019691658,0.677892656,0.103121387,0.4453125,0.46875
5.93059E-4,50.25634969,0.68097702,0.102196532,0.450520833,0.479166667
5.95581E-4,50.553627545,0.682523624,0.101040462,0.455729167,0.479166667
5.97544E-4,50.792369989,0.683721755,0.100115607,0.4609375,0.479166667
6.01208E-4,51.031896985,0.68594647,0.099190751,0.4609375,0.479166667
6.03332E-4,51.272925922,0.687228654,0.098265896,0.46875,0.479166667
6.06239E-4,51.514983617,0.688975505,0.09734104,0.46875,0.479166667
6.08122E-4,51.757823202,0.6901019,0.096416185,0.471354167,0.479166667
6.12583E-4,52.002304463,0.692753311,0.095491329,0.473958333,0.479166667
6.20004E-4,52.310649185,0.697114484,0.09433526,0.473958333,0.479166667
6.23116E-4,52.559588353,0.698924854,0.093410405,0.4765625,0.479166667
6.26526E-4,52.809858062,0.700896083,0.092485549,0.484375,0.479166667
6.29327E-4,53.061155771,0.702505875,0.091560694,0.484375,0.489583333
6.32456E-4,53.250635823,0.704293912,0.090867052,0.486979167,0.5
6.39397E-4,53.505192595,0.708221448,0.089942197,0.489583333,0.5
6.47036E-4,53.763043697,0.712483949,0.089017341,0.4921875,0.5
6.5462E-4,54.024424873,0.716653922,0.088092486,0.4921875,0.5
6.62787E-4,54.288316635,0.721076841,0.08716763,0.4921875,0.53125
6.67218E-4,54.554439471,0.72344786,0.086242775,0.497395833,0.541666667
6.72313E-4,54.755444096,0.726148949,0.085549133,0.502604167,0.541666667
6.7935E-4,55.026941987,0.729836388,0.084624277,0.502604167,0.541666667
6.80585E-4,55.299035571,0.730478473,0.083699422,0.5078125,0.541666667
6.85384E-4,55.504191463,0.732958633,0.08300578,0.510416667,0.541666667
6.86426E-4,55.778598224,0.733493878,0.082080925,0.518229167,0.541666667
6.89959E-4,56.192313554,0.735301675,0.080693642,0.528645833,0.5625
6.94796E-4,56.261793133,0.737756749,0.080462428,0.528645833,0.5625
7.06419E-4,56.541285749,0.743563476,0.079537572,0.533854167,0.583333333
7.13845E-4,56.754914719,0.747206075,0.078843931,0.536458333,0.59375
7.1617E-4,57.040881916,0.74833561,0.077919075,0.5390625,0.59375
7.19638E-4,57.256501791,0.750011209,0.077225434,0.541666667,0.59375
7.2465E-4,57.545783597,0.752413571,0.076300578,0.541666667,0.59375
7.32035E-4,57.764916907,0.755910844,0.075606936,0.541666667,0.59375
7.3305E-4,58.057949674,0.756387851,0.074682081,0.541666667,0.59375
7.37074E-4,58.278385685,0.758268804,0.073988439,0.546875,0.59375
7.43249E-4,58.500513356,0.761127435,0.073294798,0.549479167,0.59375
7.49157E-4,58.79916841,0.763830696,0.072369942,0.552083333,0.59375
7.52297E-4,59.024604695,0.765255024,0.071676301,0.5546875,0.59375
7.54234E-4,59.25062426,0.766129167,0.070982659,0.5546875,0.604166667
7.59838E-4,59.553677876,0.768640554,0.070057803,0.5546875,0.604166667
7.62402E-4,59.781998896,0.769780677,0.069364162,0.557291667,0.604166667
7.63635E-4,60.010962366,0.770326893,0.06867052,0.5625,0.604166667
7.67918E-4,60.317690039,0.772213829,0.067514451,0.5703125,0.614583333
7.72329E-4,60.548974461,0.774141334,0.067052023,0.578125,0.635416667
7.73555E-4,60.780896483,0.774674103,0.066358382,0.5859375,0.635416667
7.74994E-4,61.013258246,0.775297974,0.06566474,0.591145833,0.635416667
7.80748E-4,61.324772493,0.777775052,0.064739884,0.591145833,0.635416667
7.8519E-4,61.559648804,0.779668518,0.064046243,0.59375,0.635416667
7.89667E-4,61.796416645,0.781560758,0.063352601,0.596354167,0.635416667
8.00407E-4,62.035383796,0.786033788,0.06265896,0.598958333,0.635416667
8.03698E-4,62.276180558,0.787385857,0.061965318,0.6015625,0.635416667
8.05735E-4,62.517889921,0.788218737,0.061271676,0.604166667,0.635416667
8.13257E-4,62.761250173,0.791265177,0.060578035,0.606770833,0.645833333
8.22847E-4,63.006710462,0.795086211,0.059884393,0.609375,0.65625
8.29935E-4,63.254873984,0.797865305,0.059190751,0.611979167,0.65625
8.35456E-4,63.504753493,0.80000376,0.05849711,0.614583333,0.666666667
8.44421E-4,63.757081686,0.803428087,0.057803468,0.622395833,0.666666667
8.6099E-4,64.013903539,0.809603469,0.057109827,0.625,0.666666667
8.65208E-4,64.273095792,0.811144375,0.056416185,0.627604167,0.666666667
8.67057E-4,64.619695146,0.811815901,0.055491329,0.635416667,0.666666667
8.74166E-4,64.794448522,0.814375261,0.055028902,0.635416667,0.677083333
8.82852E-4,65.058404749,0.817455554,0.05433526,0.638020833,0.6875
8.88276E-4,65.273953903,0.819353244,0.053641618,0.643229167,0.6875
8.97892E-4,65.503884503,0.822668852,0.053179191,0.645833333,0.697916667
9.04916E-4,65.77451518,0.825052072,0.052485549,0.645833333,0.697916667
9.19642E-4,66.048478511,0.829945503,0.051791908,0.6484375,0.697916667
9.30862E-4,66.326578726,0.83358166,0.051098266,0.651041667,0.697916667
9.35427E-4,66.513506116,0.835038721,0.050635838,0.653645833,0.697916667
9.44072E-4,66.795723044,0.837763107,0.049942197,0.658854167,0.697916667
9.52122E-4,67.080295405,0.84025964,0.049248555,0.661458333,0.697916667
9.54459E-4,67.271111037,0.840977224,0.048786127,0.6640625,0.697916667
9.58005E-4,67.558012411,0.842059949,0.048092486,0.669270833,0.697916667
9.6088E-4,67.845903431,0.842932414,0.047398844,0.674479167,0.697916667
9.70462E-4,68.039763321,0.845805107,0.046936416,0.674479167,0.697916667
9.81425E-4,68.33275899,0.849027422,0.046242775,0.6796875,0.697916667
9.86481E-4,68.509076734,0.850490847,0.045780347,0.682291667,0.708333333
9.94166E-4,68.827378628,0.852687932,0.045086705,0.682291667,0.71875
1.00148E-3,69.027652222,0.854749958,0.044624277,0.6875,0.71875
1.00874E-3,69.329583658,0.856765586,0.043930636,0.690104167,0.71875
1.01247E-3,69.531747499,0.857793179,0.043468208,0.692708333,0.71875
1.02025E-3,69.806630544,0.8599062,0.042774566,0.700520833,0.71875
1.03248E-3,70.042985611,0.863169062,0.042312139,0.703125,0.729166667
1.03606E-3,70.456880147,0.864110409,0.041387283,0.708333333,0.729166667
1.03893E-3,70.560773576,0.864860148,0.041156069,0.7109375,0.729166667
1.0428E-3,70.769185068,0.865861957,0.040693642,0.7109375,0.729166667
1.06628E-3,71.086797136,0.871795523,0.04,0.716145833,0.739583333
1.06683E-3,71.300128947,0.871931508,0.039537572,0.71875,0.739583333
1.06731E-3,71.513586959,0.872048709,0.039075145,0.71875,0.739583333
1.08196E-3,71.836794107,0.87560983,0.038381503,0.723958333,0.75
1.10027E-3,72.05526313,0.879919882,0.037919075,0.7265625,0.75
1.10482E-3,72.275875752,0.880968345,0.037456647,0.7265625,0.75
1.12853E-3,72.612443752,0.886284444,0.036763006,0.729166667,0.760416667
1.13051E-3,72.838460843,0.886717084,0.036300578,0.729166667,0.760416667
1.13415E-3,73.065174374,0.887507518,0.03583815,0.729166667,0.760416667
1.13719E-3,73.292332102,0.888165727,0.035375723,0.729166667,0.760416667
1.14286E-3,73.52090368,0.889379267,0.034682081,0.729166667,0.760416667
1.15376E-3,73.750844416,0.891679357,0.034450867,0.734375,0.770833333
1.17446E-3,74.100504085,0.895913395,0.033757225,0.734375,0.78125
1.17988E-3,74.335945495,0.896993343,0.033294798,0.734375,0.78125
1.18852E-3,74.573625166,0.898693423,0.03283237,0.736979167,0.78125
1.21103E-3,74.772641789,0.90299284,0.032369942,0.739583333,0.791666667
1.22241E-3,75.059376525,0.905096567,0.031907514,0.7421875,0.802083333
1.23342E-3,75.305403438,0.907089514,0.031445087,0.747395833,0.802083333
1.24317E-3,75.553241687,0.908816758,0.030982659,0.752604167,0.802083333
1.25457E-3,75.803055682,0.910797881,0.030520231,0.755208333,0.802083333
1.25612E-3,76.054269171,0.911064708,0.030057803,0.760416667,0.802083333
1.28767E-3,76.310792114,0.916309253,0.029595376,0.765625,0.802083333
1.29122E-3,76.568829434,0.916879704,0.029132948,0.770833333,0.802083333
1.29581E-3,76.827852239,0.917610202,0.02867052,0.776041667,0.8125
1.30269E-3,77.08819168,0.918694842,0.028208092,0.776041667,0.8125
1.3077E-3,77.349338302,0.91947609,0.027745665,0.778645833,0.8125
1.31781E-3,77.612326158,0.921030169,0.027283237,0.78125,0.8125
1.32059E-3,77.876182551,0.921451007,0.026820809,0.786458333,0.8125
1.32106E-3,78.008288625,0.921522627,0.026589595,0.7890625,0.8125
1.32886E-3,78.273796855,0.922692991,0.026127168,0.7890625,0.8125
1.33589E-3,78.540580171,0.923732943,0.02566474,0.794270833,0.8125
1.33614E-3,78.80778952,0.923769267,0.025202312,0.796875,0.8125
1.34508E-3,79.076367146,0.925071157,0.024739884,0.799479167,0.8125
1.35335E-3,79.346487697,0.926255978,0.024277457,0.802083333,0.822916667
1.36738E-3,79.619721884,0.92822225,0.023815029,0.802083333,0.833333333
1.38104E-3,79.757825855,0.930086104,0.023583815,0.8046875,0.833333333
1.39814E-3,80.03654594,0.932351793,0.023121387,0.8046875,0.833333333
1.40017E-3,80.31641971,0.932615657,0.02265896,0.807291667,0.833333333
1.40458E-3,80.597222333,0.933186245,0.022196532,0.809895833,0.84375
1.41392E-3,80.879619431,0.934377647,0.021734104,0.809895833,0.84375
1.42933E-3,81.022552622,0.936296954,0.02150289,0.8125,0.854166667
1.4308E-3,81.308671019,0.936476332,0.021040462,0.817708333,0.854166667
1.44281E-3,81.59717513,0.937929608,0.020578035,0.817708333,0.854166667
1.4536E-3,81.887228019,0.939206782,0.020115607,0.8203125,0.854166667
1.45839E-3,82.006266131,0.939765449,0.019884393,0.8203125,0.864583333
1.49656E-3,82.329451714,0.944034828,0.019421965,0.822916667,0.875
1.50348E-3,82.629629002,0.944776649,0.018959538,0.825520833,0.875
1.50424E-3,82.780052508,0.944856664,0.018728324,0.828125,0.875
1.51428E-3,83.082266606,0.945913586,0.018265896,0.833333333,0.875
1.51986E-3,83.385915653,0.946491781,0.017803468,0.833333333,0.875
1.5224E-3,83.538155826,0.946753136,0.017572254,0.8359375,0.875
1.53107E-3,83.843670407,0.947634597,0.017109827,0.838541667,0.875
1.54179E-3,84.15137577,0.948705293,0.016647399,0.84375,0.875
1.54782E-3,84.306157735,0.949297623,0.016416185,0.84375,0.875
1.57752E-3,84.620131209,0.952117541,0.015953757,0.848958333,0.875
1.59052E-3,84.779182715,0.953301006,0.015722543,0.8515625,0.885416667
1.60686E-3,85.099334811,0.954748824,0.015260116,0.856770833,0.885416667
1.62172E-3,85.261506959,0.956025702,0.015028902,0.859375,0.885416667
1.63042E-3,85.587374803,0.956756554,0.014566474,0.864583333,0.885416667
1.64229E-3,86.077688377,0.957734332,0.013872832,0.872395833,0.885416667
1.65174E-3,86.2768144,0.958496809,0.013410405,0.875,0.885416667
1.70189E-3,86.580595945,0.962318383,0.013179191,0.877604167,0.90625
1.70317E-3,86.750913257,0.962411672,0.012947977,0.880208333,0.90625
1.74709E-3,87.097134408,0.965460837,0.012485549,0.885416667,0.90625
1.74782E-3,87.271916609,0.965509631,0.012254335,0.888020833,0.90625
1.77628E-3,87.62617298,0.967349888,0.011791908,0.890625,0.916666667
1.79481E-3,87.795433781,0.968494301,0.011560694,0.890625,0.927083333
