x,y,species cloglog values
850.0,850.0,0.077092044
851.0,851.0,0.6610893
852.0,852.0,0.37548602
853.0,853.0,0.013149971
854.0,854.0,0.1155016
855.0,855.0,0.2766666
856.0,856.0,0.20687813
857.0,857.0,0.3535298
858.0,858.0,0.77026594
859.0,859.0,0.25229335
860.0,860.0,0.027573291
861.0,861.0,0.28941482
862.0,862.0,0.27050674
863.0,863.0,0.33352128
864.0,864.0,0.2388988
865.0,865.0,0.03680714
866.0,866.0,0.17973495
867.0,867.0,0.07535131
868.0,868.0,0.264282
869.0,869.0,0.5245876
870.0,870.0,0.54924333
871.0,871.0,0.3911387
872.0,872.0,0.079564855
873.0,873.0,0.09296615
874.0,874.0,0.28953984
875.0,875.0,0.5204021
876.0,876.0,0.013968662
877.0,877.0,0.20115936
878.0,878.0,0.027611386
879.0,879.0,0.08577699
880.0,880.0,0.5751416
881.0,881.0,0.023785457
882.0,882.0,0.14648621
883.0,883.0,0.29852086
884.0,884.0,0.25662982
885.0,885.0,0.019004216
886.0,886.0,0.5471394
887.0,887.0,0.02339325
888.0,888.0,0.0033916566
889.0,889.0,0.26410416
890.0,890.0,0.39013684
891.0,891.0,0.8875584
892.0,892.0,0.27280492
893.0,893.0,0.12994508
894.0,894.0,0.44349477
895.0,895.0,0.10179503
896.0,896.0,0.09908477
897.0,897.0,0.23799276
898.0,898.0,0.032574672
899.0,899.0,0.004238461
900.0,900.0,0.010505123
901.0,901.0,0.04750561
902.0,902.0,0.12523197
903.0,903.0,0.06593545
904.0,904.0,0.04130242
905.0,905.0,0.069888465
906.0,906.0,0.41084853
907.0,907.0,0.27815604
908.0,908.0,0.14424498
909.0,909.0,0.26709512
910.0,910.0,0.5880498
911.0,911.0,0.29829475
912.0,912.0,0.6926979
913.0,913.0,0.005346551
914.0,914.0,0.17237878
915.0,915.0,0.0027477592
916.0,916.0,0.35030895
917.0,917.0,0.110057116
918.0,918.0,0.4354584
919.0,919.0,0.26757765
920.0,920.0,0.2186762
921.0,921.0,0.29174832
922.0,922.0,0.58330417
923.0,923.0,0.020367805
924.0,924.0,0.13580893
925.0,925.0,0.5078389
926.0,926.0,0.13982399
927.0,927.0,0.38181415
928.0,928.0,0.4376544
929.0,929.0,0.26060614
930.0,930.0,0.07893833
931.0,931.0,0.11574966
932.0,932.0,0.07029879
933.0,933.0,0.14249614
934.0,934.0,0.17629878
935.0,935.0,0.046683356
936.0,936.0,0.036289815
937.0,937.0,0.11435387
938.0,938.0,0.1915043
939.0,939.0,0.58483964
940.0,940.0,0.8875074
941.0,941.0,0.20031108
942.0,942.0,0.038515896
943.0,943.0,0.029285649
944.0,944.0,0.020307567
945.0,945.0,0.11223239
946.0,946.0,0.08935291
947.0,947.0,0.111896165
948.0,948.0,0.21004838
949.0,949.0,0.3230485
950.0,950.0,0.33832115
951.0,951.0,0.10006802
952.0,952.0,0.20085545
953.0,953.0,0.37181196
954.0,954.0,0.00819194
955.0,955.0,0.22956686
956.0,956.0,0.46704018
957.0,957.0,0.17587881
958.0,958.0,0.048894484
959.0,959.0,0.0031752544
960.0,960.0,0.14270115
961.0,961.0,0.008007274
962.0,962.0,0.06770244
963.0,963.0,0.14525916
964.0,964.0,0.05980608
965.0,965.0,0.09624125
966.0,966.0,0.5833583
967.0,967.0,0.06842037
968.0,968.0,0.9324076
969.0,969.0,0.69010675
970.0,970.0,0.32019064
971.0,971.0,0.4054743
972.0,972.0,0.2118179
973.0,973.0,0.12022575
974.0,974.0,0.3454624
975.0,975.0,0.28447968
976.0,976.0,0.17325985
977.0,977.0,0.40053213
978.0,978.0,0.04986227
979.0,979.0,0.017916383
980.0,980.0,0.047294606
981.0,981.0,0.1406186
982.0,982.0,0.08264938
983.0,983.0,0.05544655
984.0,984.0,0.0069094575
985.0,985.0,0.030257242
986.0,986.0,0.04038634
987.0,987.0,0.15458761
988.0,988.0,0.106734335
989.0,989.0,0.06598518
990.0,990.0,0.015174771
991.0,991.0,0.076396145
992.0,992.0,0.05027492
993.0,993.0,0.15232177
