Record ID,Record date,Record time,Species,Lifestage,Sex,Quantity,County,Nearest town/City,Grid ref,Verification state,Latitude,Longitude
47526,2021-07-21,10:45:00,Common lizard,Adult,unknown,1,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47525,2021-07-21,10:45:00,Common lizard,unknown,,,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47524,2021-07-21,10:45:00,Common lizard,unknown,,,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47523,2021-07-21,10:45:00,Common lizard,unknown,,,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47522,2021-07-21,10:45:00,Common lizard,unknown,,,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47521,2021-07-21,10:45:00,Common lizard,unknown,,,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47520,2021-07-21,10:45:00,Common lizard,unknown,,,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47519,2021-07-21,10:45:00,Common lizard,Adult,male,1,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47487,2021-09-05,22:00:00,Common toad,Adult,male,1,Angus,Broughty Ferry,NO43,Considered Correct,56.45831639791984,-2.9752549506073374
47484,2021-09-06,17:00:00,Common toad,Dead,unknown,1,Angus,Broughty Ferry,NO43,Considered Correct,56.45831639791984,-2.9752549506073374
47481,2021-09-06,12:00:00,Palmate newt,Young,unknown,1,West Lothian,Linlithgow,NT07,Considered Correct,55.912670966538975,-3.6017287886579057
47462,2021-09-05,09:30:00,Common toad,Adult,unknown,1,West Lothian,Bathgate,NS96,Considered Correct,55.820681008092585,-3.757676742329605
47458,2021-09-04,13:00:00,Unknown lizard,Adult,unknown,1,Edinburgh City,,NT16,Unable to Verify,55.824826681548124,-3.4383893728975528
47441,2021-07-03,15:45:00,Adder,Adult,male,1,Dumfries and Galloway,,NX37,Considered Correct,54.995471917487635,-4.6605701337152246
47438,2021-09-01,15:00:00,Unknown lizard,Adult,unknown,1,Aberdeenshire,,NO79,Unable to Verify,57.00018348036812,-2.49547272836101
47413,2021-09-02,16:20:00,Adder,Adult,unknown,1,Dumfries and Galloway,Parton,NX67,Considered Correct,55.00481578874661,-4.191345166976167
47389,2021-09-01,12:48:00,Adder,Adult,unknown,1,Aberdeenshire,,NO19,Considered Correct,56.99237778260632,-3.4831539161080727
47378,2021-08-13,10:39:00,Common toad,Young,unknown,1,Argyll and Bute,,NS07,Considered Correct,55.881507640783305,-5.201807450084109
47367,2021-08-10,16:04:00,Adder,Adult,unknown,1,Argyll and Bute,Mull,NM53,Considered Correct,56.395909138762065,-6.058311560129943
47345,2021-08-25,09:00:00,Unknown newt,Adult,unknown,Qty unknown,East Lothian,,NT57,Considered Correct,55.92047462267058,-2.8016568624072185
47343,2021-08-28,13:30:00,Adder,Young,unknown,1,Dumfries and Galloway,,NX47,Considered Correct,54.99878688607178,-4.504163006208535
47312,2021-08-28,15:00:00,Unknown lizard,Adult,unknown,1,South Lanarkshire,Biggar,NT03,Unable to Verify,55.553407291827064,-3.587072197817336
47311,2021-08-28,15:00:00,Unknown lizard,Young,unknown,1,South Lanarkshire,Biggar,NT03,Unable to Verify,55.553407291827064,-3.587072197817336
47305,2021-08-27,16:40:00,Slow-worm,Adult,male,1,Stirling,,NS49,Considered Correct,56.075972270402524,-4.57371122827698
47303,2021-08-27,16:00:00,Slow-worm,Adult,unknown,1,Dumfries and Galloway,Balmaghie,NX76,Considered Correct,54.91772399104493,-4.030394472286478
47295,2021-08-26,20:00:00,Common lizard,Adult,unknown,1,Argyll and Bute,Glenegedale,NR35,Considered Correct,55.66819844870581,-6.301893821079665
47291,2021-08-26,16:10:00,Slow-worm,Adult,female,1,Moray,Miltonduff,NJ16,Considered Correct,57.62095800911724,-3.508696234683651
47282,2021-08-26,11:30:00,Common lizard,Adult,unknown,1,Angus,Cortachy,NO35,Considered Correct,56.636577668652315,-3.1429326206207016
47272,2021-08-24,16:45:00,Adder,Young,unknown,1,Aberdeenshire,,NO09,Considered Correct,56.99031985481493,-3.647765568510805
47271,2021-08-21,22:54:00,Palmate newt,Young,unknown,1,South Lanarkshire,,NS75,Considered Correct,55.72591691209908,-4.072185273910271
47258,2021-08-24,07:45:00,Common lizard,Adult,unknown,1,Dumfries and Galloway,Dalbeattie,NX86,Considered Correct,54.92022889099957,-3.874331858994603
47256,2021-08-24,14:40:00,Common lizard,Adult,unknown,1,Aberdeenshire,Tillyfour,NJ61,Unable to Verify,57.17907331356342,-2.663288276787306
47254,2021-08-24,14:29:00,Slow-worm,Adult,unknown,1,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
47236,2021-08-22,17:00:00,Common lizard,Young,unknown,1,Perth and Kinross,,NO05,Considered Correct,56.63112722522386,-3.63206449122216
47235,2021-08-22,22:32:00,Palmate newt,Young,unknown,1,North Ayrshire,Beith,NS35,Considered Correct,55.713533630696396,-4.709273042274895
47234,2021-08-22,22:32:00,Palmate newt,Young,unknown,1,North Ayrshire,Beith,NS35,Considered Correct,55.713533630696396,-4.709273042274895
47212,2021-08-21,13:51:00,Common lizard,Adult,unknown,1,South Lanarkshire,East Kilbride,NS65,Considered Correct,55.72312983318241,-4.231458855774328
47200,2021-08-20,09:15:00,Unknown newt,Young,unknown,1,West Lothian,Bathgate,NS96,Considered Correct,55.820681008092585,-3.757676742329605
47115,2021-08-16,16:30:00,Slow-worm,unknown,,,Perth and Kinross,Kinloch Rannoch,NN65,Considered Correct,56.620875252882364,-4.284229754757489
47114,2021-08-16,16:30:00,Slow-worm,unknown,,,Perth and Kinross,Kinloch Rannoch,NN65,Considered Correct,56.620875252882364,-4.284229754757489
47113,2021-08-16,16:30:00,Slow-worm,unknown,,,Perth and Kinross,Kinloch Rannoch,NN65,Considered Correct,56.620875252882364,-4.284229754757489
47112,2021-08-16,16:30:00,Slow-worm,Adult,female,4,Perth and Kinross,Kinloch Rannoch,NN65,Considered Correct,56.620875252882364,-4.284229754757489
47109,2021-08-02,13:30:00,Common toad,Adult,male,3,Angus,Ballumbie,NO43,Considered Correct,56.45831639791984,-2.9752549506073374
47099,2021-08-17,16:45:00,Common frog,Young,unknown,4,West Lothian,,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
47098,2021-08-17,16:45:00,Common lizard,Adult,unknown,3,West Lothian,,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
47089,2021-07-25,15:55:00,Palmate newt,Young,unknown,Qty unknown,East Renfrewshire,Barrhead,NS55,Considered Correct,55.720136869995855,-4.390731393071443
47085,2021-08-17,08:45:00,Common lizard,Adult,unknown,1,Aberdeenshire,Oyne,NJ62,Considered Correct,57.268896263625855,-2.664902909808173
47083,2021-08-16,03:00:00,Common lizard,Adult,unknown,1,Dundee City,Dundee,NO33,Considered Correct,56.45693566857098,-3.1375294108434373
47072,2021-08-16,15:15:00,Common lizard,Young,unknown,1,Aberdeenshire,Peterhead,NK14,Unable to Verify,57.45020223651853,-1.8350234263743128
47047,2021-08-15,13:45:00,Palmate newt,Young,unknown,1,Fife,Dunfermline,NT18,Considered Correct,56.00446586126784,-3.4450608193953207
47004,2021-08-14,15:00:00,Common toad,Adult,female,1,Fife,Burntisland,NT28,Considered Correct,56.00624024125384,-3.284675743930103
47000,2021-08-14,14:30:00,Slow-worm,Tadpoles,unknown,,Aberdeenshire,,NO68,Considered Correct,56.909596508258524,-2.658500712078676
46999,2021-08-14,12:50:00,Palmate newt,Young,unknown,1,East Lothian,Haddington,NT57,Considered Correct,55.92047462267058,-2.8016568624072185
46998,2021-08-14,12:50:00,Palmate newt,Adult,unknown,1,East Lothian,Haddington,NT57,Considered Correct,55.92047462267058,-2.8016568624072185
46997,2021-08-14,14:05:00,Common toad,Adult,unknown,1,Aberdeen City,Lower Deeside,NJ80,Considered Correct,57.09055715470848,-2.3316581628672393
46989,2021-08-14,15:49:00,Common lizard,Adult,unknown,6,Aberdeenshire,,NO76,Considered Correct,56.73069097618194,-2.4919203052495953
46971,2021-08-12,14:41:00,Common lizard,Young,unknown,2,Scottish Borders,,NT76,Considered Correct,55.83229655422403,-2.4805133191356163
46970,2021-08-12,14:41:00,Slow-worm,Adult,unknown,1,Scottish Borders,,NT76,Considered Correct,55.83229655422403,-2.4805133191356163
46968,2021-08-12,23:00:00,Palmate newt,Young,unknown,2,East Lothian,Pencaitland,NT46,Considered Correct,55.82949327454837,-2.9594534156191648
46966,2021-08-03,13:45:00,Adder,Young,unknown,1,Aberdeenshire,,NN99,Considered Correct,56.988045788278704,-3.8123764984666177
46942,2021-08-01,13:53:00,Common lizard,Young,unknown,1,South Ayrshire,,NX37,Considered Correct,54.995471917487635,-4.6605701337152246
46941,2021-08-11,20:52:00,Palmate newt,Young,unknown,1,South Lanarkshire,Lanark,NS84,Considered Correct,55.638696552245605,-3.9085271090325175
46896,2021-08-10,21:50:00,Palmate newt,Adult,unknown,1,North Lanarkshire,Kirkintilloch,NS67,Considered Correct,55.902692018911104,-4.241773291900546
46872,2021-08-03,15:24:00,Common lizard,Adult,female,3,Argyll and Bute,Kilmichael Glassary,NR89,Considered Correct,56.05214585719623,-5.538197229147076
46871,2021-08-03,15:24:00,Common lizard,Adult,male,1,Argyll and Bute,Kilmichael Glassary,NR89,Considered Correct,56.05214585719623,-5.538197229147076
46830,2021-08-07,16:00:00,Common toad,Adult,unknown,1,Perth and Kinross,,NO13,Considered Correct,56.45353844050548,-3.4620766933756277
46829,2021-08-07,16:30:00,Common frog,Adult,unknown,1,Perth and Kinross,,NO13,Considered Correct,56.45353844050548,-3.4620766933756277
46828,2021-08-07,16:30:00,Common toad,Young,unknown,6,Perth and Kinross,,NO13,Considered Correct,56.45353844050548,-3.4620766933756277
46827,2021-08-07,14:30:00,Common toad,Dead,unknown,1,Perth and Kinross,,NO13,Considered Correct,56.45353844050548,-3.4620766933756277
46825,2021-08-08,23:07:00,Palmate newt,Young,unknown,1,Argyll and Bute,Lochgilphead,NR89,Considered Correct,56.05214585719623,-5.538197229147076
46801,2021-08-08,14:50:00,Palmate newt,Young,unknown,1,North Lanarkshire,,NS85,Considered Correct,55.72849802892649,-3.9129107204025377
46800,2021-08-08,12:00:00,Common lizard,Adult,unknown,1,Angus,Montrose,NO75,Considered Correct,56.6408575027202,-2.4907498508733465
46771,2021-08-06,22:20:00,Natterjack toad,Adult,unknown,1,Angus,Montrose,NO75,Unable to Verify,56.6408575027202,-2.4907498508733465
46759,2021-08-06,15:51:00,Common toad,Adult,unknown,1,Midlothian,Penicuik,NT26,Considered Correct,55.82658918429095,-3.278744634866987
46757,2021-07-25,15:45:00,Common lizard,Young,unknown,1,West Lothian,Longridge,NS96,Considered Correct,55.820681008092585,-3.757676742329605
46754,2021-08-05,10:20:00,Adder,Young,male,1,Aberdeenshire,,NO19,Considered Correct,56.99237778260632,-3.4831539161080727
46753,2021-06-17,11:11:00,Slow-worm,Adult,unknown,1,Stirling,Callander,NN60,Considered Correct,56.172023025920375,-4.257466760196662
46748,2021-07-20,12:30:00,Common lizard,Adult,unknown,1,Perth and Kinross,,NO04,Considered Correct,56.54132537199252,-3.628195796943699
46747,2021-07-20,12:00:00,Slow-worm,Adult,unknown,1,Perth and Kinross,Ballinluig,NO04,Considered Correct,56.54132537199252,-3.628195796943699
46740,2021-08-04,13:10:00,Common lizard,Young,unknown,1,Moray,,NJ06,Considered Correct,57.618850093353885,-3.676142356364157
46739,2021-08-04,13:10:00,Common lizard,Young,unknown,1,Moray,,NJ06,Considered Correct,57.618850093353885,-3.676142356364157
46734,2021-08-04,13:45:00,Common lizard,Adult,unknown,Qty unknown,Stirling,,NS49,Considered Correct,56.075972270402524,-4.57371122827698
46731,2021-08-03,18:30:00,Adder,Adult,unknown,1,Argyll and Bute,Tarbert,NR86,Considered Correct,55.78311143589396,-5.513682813503906
46729,2021-08-03,13:55:00,Unknown lizard,Adult,unknown,1,Perth and Kinross,Clentry,NT19,Considered Correct,56.094283275331755,-3.448425148175405
46728,2021-08-03,18:15:00,Adder,Adult,unknown,1,Argyll and Bute,Port Askaig,NR46,Considered Correct,55.763269993669354,-6.152186877418315
46725,2021-08-03,16:30:00,Common lizard,Young,unknown,1,Aberdeenshire,Braemar,NO19,Considered Correct,56.99237778260632,-3.4831539161080727
46714,2021-07-25,15:02:00,Common lizard,Adult,unknown,1,Argyll and Bute,Ardfernal,NR56,Considered Correct,55.76853849387978,-5.992563550123765
46713,2021-08-02,20:00:00,Unknown lizard,Adult,unknown,1,South Lanarkshire,East Kilbride,NS65,Unable to Verify,55.72312983318241,-4.231458855774328
46709,2021-07-31,10:30:00,Common frog,Young,unknown,1,Clackmannanshire,,NS99,Considered Correct,56.09009560543359,-3.7699398969396944
46708,2021-08-01,14:30:00,Unknown newt,Adult,unknown,1,North Ayrshire,Millport,NS15,Considered Correct,55.70610793105829,-5.0278096381463735
46696,2021-07-31,14:00:00,Adder,Adult,unknown,1,Aberdeenshire,,NO39,Considered Correct,56.99584498534576,-3.1539287223901553
46623,2021-07-21,18:54:00,Adder,Adult,unknown,1,Aberdeenshire,,NO69,Considered Correct,56.9994234374646,-2.660087253665358
46617,2021-07-25,14:00:00,Common lizard,Young,unknown,1,Aberdeenshire,,NO09,Considered Correct,56.99031985481493,-3.647765568510805
46616,2021-07-24,17:00:00,Common lizard,Adult,unknown,1,Aberdeenshire,,NO09,Considered Correct,56.99031985481493,-3.647765568510805
46606,2021-07-22,12:05:00,Common lizard,Adult,unknown,1,South Lanarkshire,Glespin,NS72,Considered Correct,55.456533577569914,-4.058019626321423
46603,2021-07-14,21:21:00,Smooth newt,Adult,unknown,1,East Ayrshire,Dunlop,NS44,Unable to Verify,55.62717523852461,-4.544159328005835
46588,2021-07-25,10:00:00,Adder,Adult,unknown,5,Stirling,,NS49,Considered Correct,56.075972270402524,-4.57371122827698
46584,2021-07-27,,Slow-worm,Adult,unknown,1,Argyll and Bute,Glenbarr,NR63,Considered Correct,55.50464321209774,-5.806647732387923
46557,2021-07-24,17:55:00,Common lizard,Adult,unknown,1,Dumfries and Galloway,Closeburn,NX99,Considered Correct,55.19199390301688,-3.7298596246476863
46556,2021-07-24,17:55:00,Common lizard,Adult,unknown,1,Dumfries and Galloway,Closeburn,NX99,Considered Correct,55.19199390301688,-3.7298596246476863
46550,2021-07-25,17:10:00,Common lizard,Young,unknown,1,West Lothian,Longridge,NS96,Considered Correct,55.820681008092585,-3.757676742329605
46547,2021-07-25,15:39:00,Common lizard,Young,unknown,1,West Lothian,Longridge,NS96,Considered Correct,55.820681008092585,-3.757676742329605
46542,2021-07-25,14:15:00,Common lizard,Adult,unknown,1,South Lanarkshire,Douglas,NS83,Considered Correct,55.54889352382021,-3.9041682021591266
46533,2021-07-24,14:00:00,Common lizard,Adult,unknown,1,Fife,Kelty,NT19,Considered Correct,56.094283275331755,-3.448425148175405
46523,2021-07-23,14:00:00,Common lizard,Young,unknown,1,Stirling,Balfron,NS58,Considered Correct,55.98944743166964,-4.407354589420461
46517,2021-07-24,12:00:00,Common lizard,Adult,unknown,1,Argyll and Bute,Craignish,NM70,Considered Correct,56.13710486515357,-5.707580341352728
46502,2021-07-21,17:00:00,Common lizard,Adult,unknown,1,Perth and Kinross,,NN74,Considered Correct,56.533980917329124,-4.116161777892761
46501,2021-07-22,12:07:00,Common lizard,Adult,unknown,1,Clackmannanshire,Dollar,NS99,Considered Correct,56.09009560543359,-3.7699398969396944
46499,2021-03-21,14:25:00,Common toad,Adult,unknown,Qty unknown,Aberdeen City,,NJ80,Considered Correct,57.09055715470848,-2.3316581628672393
46498,2021-07-18,11:00:00,Common frog,Adult,unknown,1,Perth and Kinross,Glenshee,NO07,Considered Correct,56.81072649599068,-3.6398694068741424
46493,2021-07-17,12:45:00,Common lizard,Adult,unknown,1,Perth and Kinross,Dalnaglar Castle,NO07,Considered Correct,56.81072649599068,-3.6398694068741424
46483,2021-07-22,17:00:00,Common lizard,Young,unknown,1,Perth and Kinross,Trochry,NN94,Considered Correct,56.53908963202251,-3.790851951521093
46479,2021-07-15,10:50:00,Slow-worm,Adult,unknown,1,Argyll and Bute,Dalavich,NM91,Considered Correct,56.236013230181754,-5.39327764076564
46469,2021-07-21,12:30:00,Common lizard,Adult,unknown,1,Stirling,Blanefield,NS57,Considered Correct,55.89967892650784,-4.401782003177368
46458,2021-07-21,15:35:00,Common lizard,Adult,unknown,1,West Lothian,Breich,NS96,Considered Correct,55.820681008092585,-3.757676742329605
46457,2021-07-20,12:12:00,Common lizard,Adult,unknown,1,Perth and Kinross,Crieff,NN82,Considered Correct,56.35706489997062,-3.9443041204811315
46448,2021-07-20,17:20:00,Adder,Dead,unknown,1,Dumfries and Galloway,Mossdale,NX67,Considered Correct,55.00481578874661,-4.191345166976167
46443,2021-07-20,17:00:00,Unknown newt,Adult,unknown,20,Renfrewshire,Paisley,NS46,Considered Correct,55.80669924467339,-4.55587948520582
46442,2021-07-17,14:30:00,Adder,Young,unknown,Qty unknown,Dumfries and Galloway,Newton Stewart,NX47,Considered Correct,54.99878688607178,-4.504163006208535
46439,2021-07-20,15:22:00,Unknown lizard,Adult,unknown,1,Moray,New Elgin,NJ26,Considered Incorrect,57.622844478576894,-3.3412494734031526
46433,2021-07-20,10:01:00,Common lizard,Adult,unknown,1,Dumfries and Galloway,Keir,NX89,Considered Correct,55.189665896319234,-3.8869758474809943
46409,2021-07-19,13:20:00,Common lizard,Adult,male,1,Argyll and Bute,Helensburgh,NS38,Considered Correct,55.982777439967954,-4.728111091073242
46403,2021-07-19,11:30:00,Common lizard,Adult,unknown,1,Perth and Kinross,Blair Atholl,NN86,Considered Correct,56.716211797922554,-3.962817366166176
46399,2021-07-16,09:39:00,Common lizard,Young,unknown,Qty unknown,Moray,Lossiemouth,NJ27,Considered Correct,57.712642409469595,-3.344570740249629
46391,2021-07-06,14:10:00,Common lizard,Dead,unknown,1,North Ayrshire,Brodick,NS03,Considered Correct,55.52265836317349,-5.172510183782823
46390,2021-07-17,12:00:00,Adder,Adult,,1,Angus,Glenesk,NO48,Considered Correct,56.90743461425339,-2.9869377719050383
46389,2021-07-11,23:30:00,Common toad,Adult,unknown,1,Aberdeenshire,,NJ93,Considered Correct,57.36037119405765,-2.1678667960112583
46388,2021-07-18,19:00:00,Palmate newt,Young,unknown,1,Aberdeenshire,,NJ93,Considered Correct,57.36037119405765,-2.1678667960112583
46386,2021-07-18,15:00:00,Great crested newt,Young,unknown,1,Midlothian,,NT25,Considered Correct,55.73676151967371,-3.2758042484246572
46379,2021-07-18,14:33:00,Common lizard,Young,unknown,1,Falkirk,Shieldhill,NS87,Considered Correct,55.908096326281786,-3.9217528270127855
46378,2021-07-17,14:45:00,Common lizard,Adult,unknown,1,Argyll and Bute,Otter Ferry,NR98,Considered Correct,55.96694606035764,-5.369608495914121
46377,2021-07-18,13:05:00,Common lizard,Adult,unknown,1,East Renfrewshire,Newton Mearns,NS55,Considered Incorrect,55.720136869995855,-4.390731393071443
46374,2021-07-18,11:00:00,Common lizard,Adult,unknown,Qty unknown,Scottish Borders,Selkirk,NT43,Considered Correct,55.559976980628036,-2.9528716889435143
46372,2021-07-17,21:00:00,Slow-worm,Adult,unknown,1,Argyll and Bute,Kilmun,NS18,Considered Correct,55.97527670088271,-5.0488625857858835
46371,2021-07-17,14:00:00,Common lizard,Young,unknown,1,East Ayrshire,Dunlop,NS45,Considered Correct,55.71693810608162,-4.55000281287898
46370,2021-07-17,14:00:00,Common lizard,Young,male,1,East Ayrshire,Dunlop,NS45,Considered Correct,55.71693810608162,-4.55000281287898
46369,2021-07-16,14:30:00,Common lizard,Adult,unknown,1,Aberdeenshire,Inchmarlo,NO69,Considered Correct,56.9994234374646,-2.660087253665358
46359,2021-07-17,15:15:00,Common lizard,Adult,unknown,1,Aberdeenshire,Alford,NJ51,Considered Correct,57.17809016588333,-2.8287004682933716
46352,2021-07-17,11:48:00,Adder,Adult,unknown,1,Aberdeenshire,,NO09,Considered Correct,56.99031985481493,-3.647765568510805
46349,2021-07-17,13:00:00,Adder,Adult,male,1,Aberdeenshire,,NO19,Considered Correct,56.99237778260632,-3.4831539161080727
46337,2021-07-17,,Common frog,Adult,male,Qty unknown,Midlothian,Penicuik,NT26,Considered Correct,55.82658918429095,-3.278744634866987
46322,2021-07-16,18:00:00,Common lizard,Adult,unknown,1,Aberdeen City,Culter,NJ80,Unable to Verify,57.09055715470848,-2.3316581628672393
46286,2021-07-16,12:15:00,Common lizard,Young,unknown,1,Dumfries and Galloway,Barnbarroch,NX85,Considered Correct,54.830413454906996,-3.870163908080919
46282,2021-07-16,11:15:00,Common lizard,Adult,unknown,1,Dumfries and Galloway,,NX85,Considered Correct,54.830413454906996,-3.870163908080919
46280,2021-07-14,10:15:00,Common lizard,Adult,unknown,1,Dumfries and Galloway,Bankend,NY06,Considered Correct,54.92463875258988,-3.5622039383595063
46277,2021-07-15,11:42:00,Common lizard,Adult,unknown,1,Perth and Kinross,Glendevon,NN90,Considered Correct,56.17989744077041,-3.774074465061924
46276,2021-07-15,11:43:00,Unknown lizard,Young,unknown,1,South Lanarkshire,Lesmahagow,NS83,Unable to Verify,55.54889352382021,-3.9041682021591266
46271,2021-07-15,14:30:00,Common lizard,Adult,unknown,1,Perth and Kinross,Bankfoot,NO03,Considered Correct,56.45152203972771,-3.624349373620992
46266,2021-07-14,15:30:00,Common toad,Adult,female,1,Angus,Kingsmuir,NO44,Considered Correct,56.54814277844242,-2.97756455438211
46265,2021-07-15,16:15:00,Common lizard,Adult,unknown,1,Moray,Knockando,NJ14,Considered Correct,57.44137086411541,-3.5012906515928335
46257,2021-07-15,13:37:00,Common lizard,Adult,female,1,Clackmannanshire,Dollar,NS99,Considered Correct,56.09009560543359,-3.7699398969396944
46252,2021-07-14,14:30:00,Palmate newt,Adult,unknown,4,North Ayrshire,Millport,NS15,Considered Correct,55.70610793105829,-5.0278096381463735
46250,2021-07-14,13:15:00,Common lizard,Adult,female,1,Stirling,,NS79,Considered Correct,56.08507240806573,-4.091451381457115
46245,2021-07-14,15:00:00,Adder,Adult,male,1,Dumfries and Galloway,,NX47,Considered Correct,54.99878688607178,-4.504163006208535
46231,2021-07-13,12:30:00,Adder,Adult,female,1,Aberdeenshire,,NJ40,Considered Correct,57.08707233803109,-2.9917067878010766
46230,2021-07-12,07:30:00,Unknown lizard,Young,unknown,1,Scottish Borders,,NT52,Considered Correct,55.47126177946667,-2.7925118273658738
46227,2021-07-13,19:45:00,Common lizard,Adult,unknown,1,Angus,Forfar,NO45,Considered Correct,56.637967789086396,-2.9798875308920367
46218,2021-07-13,11:00:00,Adder,Adult,unknown,1,Aberdeenshire,,NO67,Considered Correct,56.81976824951883,-2.656923384187114
46200,2021-07-10,15:50:00,Common lizard,Adult,unknown,1,Moray,Burghead,NJ16,Considered Correct,57.62095800911724,-3.508696234683651
46186,2021-07-11,14:00:00,Common lizard,Adult,unknown,2,Scottish Borders,Peebles,NT23,Considered Correct,55.55710191407488,-3.269973164333242
46184,2021-07-10,07:50:00,Adder,Adult,male,1,Angus,Glenesk,NO47,Considered Correct,56.8176137057337,-2.984574030979851
46171,2021-07-10,20:00:00,Common toad,Adult,unknown,1,Midlothian,Danderhall,NT36,Considered Correct,55.82814472984122,-3.1190992915444014
46170,2021-07-11,12:30:00,Common lizard,Adult,unknown,2,Aberdeenshire,Ballater,NO39,Considered Correct,56.99584498534576,-3.1539287223901553
46157,2021-07-10,18:10:00,Slow-worm,Young,female,1,Stirling,Kilmahog,NN50,Considered Correct,56.16897938951789,-4.418595563205795
46152,2021-07-10,15:45:00,Common lizard,Adult,unknown,1,Aberdeenshire,Crovie,NJ86,Unable to Verify,57.62951018456881,-2.3365592802074686
46148,2021-07-10,14:10:00,Palmate newt,Young,unknown,1,Stirling,Stirling,NS79,Considered Correct,56.08507240806573,-4.091451381457115
46082,2021-07-06,20:00:00,Common lizard,Adult,unknown,1,Argyll and Bute,Kilmartin,NR89,Considered Correct,56.05214585719623,-5.538197229147076
46078,2021-07-03,15:30:00,Common lizard,Adult,unknown,1,Moray,Burghead,NJ16,Considered Correct,57.62095800911724,-3.508696234683651
46052,2021-07-01,12:35:00,Common lizard,Adult,unknown,1,Aberdeenshire,Edzell,NO66,Unable to Verify,56.72993865968659,-2.6553551962852646
46048,2021-07-04,14:30:00,Common lizard,Adult,unknown,1,Moray,,NJ16,Considered Correct,57.62095800911724,-3.508696234683651
46044,2021-06-27,10:40:00,Palmate newt,Adult,unknown,2,East Lothian,,NT47,Considered Correct,55.91932927848148,-2.961672309897443
46043,2021-06-27,10:40:00,Palmate newt,Adult,unknown,2,East Lothian,,NT47,Considered Correct,55.91932927848148,-2.961672309897443
46041,2021-07-03,22:00:00,Palmate newt,Young,unknown,1,North Lanarkshire,Kilsyth,NS77,Considered Correct,55.905497845149284,-4.081763542363606
