Record ID,Record date,Record time,Species,Lifestage,Sex,Quantity,County,Nearest town/City,Grid ref,Verification state,Latitude,Longitude
5793,2013-07-25,18:00:00,Common frog,Adult,,1,Highlands,,NJ01,Considered Correct,57.16990730444311,-3.6557544558268202
5792,2013-07-25,17:20:00,Common lizard,Adult,,1,Highlands,,NJ01,Considered Correct,57.16990730444311,-3.6557544558268202
5791,2013-08-06,07:00:00,Common frog,Adult,unknown,1,Aberdeen City,Bieldside,NJ80,Considered Correct,57.09055715470848,-2.3316581628672393
5790,2013-08-06,12:00:00,Common frog,Adult,unknown,12,Fife,St. Monance,NO50,Considered Correct,56.18998599052381,-2.8072698433847565
5789,2013-07-13,15:45:00,Common frog,Adult,unknown,3,Angus,,NO28,Considered Correct,56.90441029765564,-3.3153730508715373
5788,2013-07-13,,Common toad,Adult,unknown,1,Highlands,Corpach,NN07,Considered Correct,56.77849293183171,-5.278047164271015
5787,2013-08-05,01:00:00,Common toad,Adult,unknown,1,Glasgow City,Victoria Park,NS56,Considered Correct,55.809908738869886,-4.396241019451688
5786,2013-05-15,10:15:00,Unknown newt,Young,unknown,20,Highlands,,NN68,Considered Correct,56.890166876175336,-4.300662615090274
5785,2013-07-28,16:07:00,Adder,Sloughs,unknown,1,Dumfries and Galloway,Collin,NY07,Considered Correct,55.0144672832275,-3.5656972471749007
5784,2013-07-31,00:30:00,Unknown frog or toad,Adult,unknown,2,Fife,Aberdour,NT18,Considered Correct,56.00446586126784,-3.4450608193953207
5783,2013-08-03,01:00:00,Common toad,Adult,unknown,1,Aberdeenshire,Meikle Wartle,NJ73,Considered Correct,57.35948841046221,-2.5003071820168343
5782,2013-05-24,13:00:00,Adder,Adult,unknown,1,Argyll and Bute,,NR57,Considered Correct,55.85816986881312,-6.0017960738698655
5781,2013-07-04,15:47:00,Adder,Adult,unknown,1,Highlands,Garve,NH46,Considered Correct,57.60155628090106,-4.680801848970061
5780,2013-07-07,16:03:00,Common lizard,Adult,unknown,1,Highlands,Garve,NH46,Considered Correct,57.60155628090106,-4.680801848970061
5779,2013-08-03,15:30:00,Common lizard,Adult,unknown,1,Midlothian,,NT15,Considered Correct,55.73500491468084,-3.4350819592603066
5778,2013-08-05,12:28:00,Common frog,Adult,,,Inverclyde,,NS26,Considered Correct,55.79966115311665,-4.87515278369642
5777,2013-08-05,12:28:00,Common lizard,Adult,,,Inverclyde,,NS26,Considered Correct,55.79966115311665,-4.87515278369642
5776,2013-07-03,11:00:00,Adder,Adult,unknown,1,Highlands,Beauly,NH22,Considered Correct,57.235211141458024,-4.9862497833563575
5775,2013-05-20,,Common toad,Adult,unknown,1,Midlothian,,NT36,Considered Correct,55.82814472984122,-3.1190992915444014
5774,2013-05-20,,Palmate newt,Young,unknown,6,Midlothian,,NT36,Considered Correct,55.82814472984122,-3.1190992915444014
5773,2013-08-05,14:12:00,Unknown frog or toad,Adult,unknown,2,Argyll and Bute,,NS07,Considered Correct,55.881507640783305,-5.201807450084109
5772,2013-08-01,01:00:00,Unknown frog or toad,Adult,unknown,1,West Lothian,Livingston,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
5771,2013-07-27,15:45:00,Common lizard,Adult,unknown,1,Perth and Kinross,,NN96,Considered Correct,56.718676638558165,-3.799386899951553
5770,2013-07-14,13:33:00,Adder,Adult,unknown,1,Highlands,Portree,NG44,Considered Correct,57.37594332472277,-6.333760641264141
5769,2013-07-07,15:00:00,Unknown lizard,Adult,unknown,1,Highlands,,NM49,Considered Correct,56.928058853943675,-6.281406423905977
5768,2013-06-20,19:05:00,Slow-worm,Adult,female,1,Argyll and Bute,Inveraray,NN01,Considered Correct,56.24032551273869,-5.231778841376515
5767,2013-07-19,19:30:00,Common toad,Adult,unknown,1,Edinburgh City,EH4,NT17,Considered Correct,55.91464699687556,-3.4417156105499176
5766,2013-07-06,23:30:00,Common toad,Young,unknown,1,South Lanarkshire,Cambuslang,NS66,Considered Correct,55.81291174356828,-4.236601439602686
5765,2013-07-06,23:30:00,Common toad,Adult,unknown,1,South Lanarkshire,Cambuslang,NS66,Considered Correct,55.81291174356828,-4.236601439602686
5764,2013-08-04,19:00:00,Common frog,Young,unknown,30,Fife,Inverkeithing,NT18,Considered Correct,56.00446586126784,-3.4450608193953207
5763,2012-06-06,11:00:00,Adder,Adult,male,1,Dumfries and Galloway,,NX34,Considered Correct,54.72616960284233,-4.642860798377703
5762,2013-05-06,10:00:00,Palmate newt,Adult,male,1,Dumfries and Galloway,,NX34,Considered Correct,54.72616960284233,-4.642860798377703
5760,2013-07-15,15:00:00,Adder,Adult,female,2,Dumfries and Galloway,,NX96,Considered Correct,54.92253383227211,-3.7182683226578597
5759,2013-05-02,15:00:00,Adder,Adult,unknown,1,Argyll and Bute,,NR69,Considered Correct,56.04253996793931,-5.859680468686129
5758,2013-07-14,11:00:00,Unknown lizard,Young,unknown,1,Edinburgh City,EH13,NT26,Considered Correct,55.82658918429095,-3.278744634866987
5757,2013-05-17,11:00:00,Slow-worm,Adult,unknown,1,Highlands,,NH45,Considered Correct,57.511830091521496,-4.674203211193003
5756,2013-07-12,11:00:00,Slow-worm,Adult,unknown,1,Highlands,,NC02,Considered Correct,58.12359453252865,-5.401081269877748
5755,2013-07-14,14:00:00,Adder,Adult,unknown,1,Angus,,NO48,Considered Correct,56.90743461425339,-2.9869377719050383
5754,2013-07-16,12:05:00,Adder,Adult,unknown,1,Dumfries and Galloway,Lockerbie,NY18,Considered Correct,55.10621185322431,-3.4124450923837584
5753,2013-07-20,17:00:00,Unknown frog or toad,Adult,unknown,2,Aberdeenshire,,,Considered Correct,,
5752,2013-08-02,13:00:00,Common frog,Adult,unknown,2,Orkney Islands,,ND49,Considered Correct,58.79336042952177,-3.0399472338078293
5751,2013-08-01,16:00:00,Common lizard,Young,unknown,1,Perth and Kinross,,NN82,Considered Correct,56.35706489997062,-3.9443041204811315
5750,2013-07-27,01:00:00,Adder,Young,unknown,1,East Lothian,Duns,NT66,Considered Correct,55.83156921586694,-2.6401603567229626
5749,2013-07-21,15:00:00,Adder,Young,unknown,,Dumfries and Galloway,,NX37,Considered Correct,54.995471917487635,-4.6605701337152246
5748,2013-07-27,14:20:00,Adder,Adult,unknown,1,Aberdeenshire,,NO49,Considered Correct,56.99725415792699,-2.9893153202916434
5747,2013-08-06,09:00:00,Common frog,Young,unknown,,South Lanarkshire,Lesmahagow,NS83,Considered Correct,55.54889352382021,-3.9041682021591266
5746,2013-08-06,01:00:00,Unknown snake,Young,unknown,1,Moray,Rafford,NJ05,Unable to Verify,57.529064486851254,-3.672016490339631
5745,2013-08-06,01:00:00,Common toad,Adult,unknown,1,Moray,Rafford,NJ05,Considered Correct,57.529064486851254,-3.672016490339631
5744,2013-08-06,01:00:00,Common toad,Young,unknown,Hundreds,Moray,Rafford,NJ05,Considered Correct,57.529064486851254,-3.672016490339631
5743,2013-08-06,01:00:00,Common toad,Young,unknown,5,Moray,Rafford,NJ05,Considered Correct,57.529064486851254,-3.672016490339631
5742,2013-08-06,01:00:00,Common frog,Young,unknown,1,Moray,Rafford,NJ05,Considered Correct,57.529064486851254,-3.672016490339631
5741,2013-08-05,,Common toad,Adult,unknown,1,Highlands,,NC50,Considered Correct,57.963926127441226,-4.538478040168798
5740,2013-08-04,,Common frog,Adult,unknown,3,North Ayrshire,Kilwinning,NS34,Considered Correct,55.623782129480375,-4.703064580525368
5739,2013-03-28,,Common frog,Spawn,unknown,4,Highlands,,NC50,Considered Correct,57.963926127441226,-4.538478040168798
5738,2013-06-05,,Palmate newt,Adult,male,1,Highlands,,NC50,Considered Correct,57.963926127441226,-4.538478040168798
5737,2013-08-01,01:00:00,Agile frog,Young,unknown,1,East Ayrshire,Kilmarnock,NS43,Considered Incorrect,55.53741064359688,-4.538348774530759
5736,2013-08-03,14:00:00,Common lizard,Adult,unknown,1,Argyll and Bute,Kilcreggan,NS28,Considered Correct,55.97913086315488,-4.888487500400019
5735,2013-08-03,15:00:00,Adder,Adult,unknown,1,Angus,,NO48,Considered Correct,56.90743461425339,-2.9869377719050383
5734,2013-08-01,20:46:00,Common toad,Adult,,1,Glasgow City,Hyndland,NS56,Considered Correct,55.809908738869886,-4.396241019451688
5733,2013-07-26,11:30:00,Unknown lizard,Adult,unknown,1,Midlothian,,NT16,Considered Correct,55.824826681548124,-3.4383893728975528
5732,2013-06-30,15:00:00,Common toad,Adult,unknown,1,Aberdeenshire,Aboyne,NO59,Considered Correct,56.99844698704074,-2.824701474179674
5731,2013-08-05,,Common frog,Young,unknown,4,Highlands,Nairn,NH85,Considered Correct,57.52420135099134,-4.0060822967461895
5730,2013-07-26,00:00:00,Common toad,Adult,unknown,1,Highlands,Inverness,NH73,Considered Correct,57.341915600474564,-4.16248413113562
5729,2013-07-16,01:00:00,Common toad,Adult,unknown,2,South Ayrshire,Prestwick,NS32,Considered Correct,55.44427379193825,-4.690752352145654
5727,2013-07-27,01:00:00,Common toad,Adult,unknown,1,East Lothian,,NT56,Considered Correct,55.83063478056823,-2.799807079781586
5726,2012-10-15,10:00:00,Adder,Adult,unknown,1,East Lothian,,NT67,Considered Correct,55.92141220003626,-2.641641028701418
5725,2013-07-24,10:00:00,Common toad,Adult,unknown,2,East Lothian,,NT67,Considered Correct,55.92141220003626,-2.641641028701418
5724,2013-07-24,10:00:00,Adder,Adult,unknown,4,East Lothian,,NT67,Considered Correct,55.92141220003626,-2.641641028701418
5723,2013-07-18,20:00:00,Slow-worm,Adult,unknown,2,Highlands,Helmsdale,NC91,Considered Correct,58.06538607900318,-3.866687105472285
5722,2013-07-18,20:00:00,Adder,Adult,male,1,Highlands,Helmsdale,NC91,Considered Correct,58.06538607900318,-3.866687105472285
5721,2013-07-27,11:00:00,Common toad,Adult,unknown,1,Dumfries and Galloway,,NX89,Considered Correct,55.189665896319234,-3.8869758474809943
5720,2013-08-05,23:31:00,Common toad,unknown,,,Highlands,,NH77,Considered Correct,57.700956047446155,-4.183870338698148
5719,2013-07-21,12:31:00,Adder,Young,female,1,Aberdeenshire,,NO08,Considered Correct,56.90052391422294,-3.6438059902179427
5718,2013-07-06,12:00:00,Smooth newt,Tadpoles,unknown,,Fife,Aberdour,NT18,Unable to Verify,56.00446586126784,-3.4450608193953207
5717,2013-07-06,12:00:00,Common frog,Adult,unknown,3,Fife,Aberdour,NT18,Considered Correct,56.00446586126784,-3.4450608193953207
5716,2013-07-06,12:00:00,Smooth newt,Adult,unknown,4,Fife,Aberdour,NT18,Unable to Verify,56.00446586126784,-3.4450608193953207
5715,2013-07-25,11:00:00,Common toad,Adult,unknown,1,Scottish Borders,Jedburgh,NT62,Considered Correct,55.4721837895564,-2.634320818482866
5714,2013-07-24,22:00:00,Common toad,Adult,unknown,1,Scottish Borders,Selkirk,NT42,Considered Correct,55.47013545139198,-2.9507024449746346
5713,2012-06-30,23:32:00,Common lizard,Adult,unknown,1,Perth and Kinross,,NN45,Considered Correct,56.61447141497067,-4.610306589246571
5712,2013-07-24,11:30:00,Slow-worm,Adult,unknown,,Highlands,,NC12,Considered Correct,58.12800273712076,-5.231120178117045
5711,2013-08-05,01:00:00,Common toad,Adult,unknown,1,City of Dundee,Dundee,NO33,Considered Correct,56.45693566857098,-3.1375294108434373
5710,2013-08-05,01:00:00,Common toad,Adult,unknown,1,City of Dundee,Dundee,NO33,Considered Correct,56.45693566857098,-3.1375294108434373
5699,2013-07-18,01:00:00,Adder,Adult,unknown,1,Aberdeenshire,,NO38,Considered Correct,56.90603023891988,-3.1511556689186926
5680,2013-07-23,,Common frog,Adult,unknown,2,Highlands,,NN08,Considered Correct,56.8681805247479,-5.285916037097369
5676,2013-06-18,01:00:00,Slow-worm,Adult,unknown,,North Ayrshire,,NR82,Considered Correct,55.42436960043566,-5.481639019986833
5675,2013-06-21,09:00:00,Common lizard,Adult,female,1,North Ayrshire,Kilwinning,NS24,Considered Correct,55.62018408826525,-4.861968565833764
5674,2013-06-12,,Adder,Adult,unknown,1,Scottish Borders,,NT75,Considered Correct,55.74244978796575,-2.4794080475741898
5630,2013-07-27,12:00:00,Common frog,Adult,unknown,1,Angus,,NO36,Considered Correct,56.72639658165171,-3.1456577461662647
5629,2013-07-27,16:00:00,Common toad,Dead,unknown,1,Angus,,NO36,Considered Correct,56.72639658165171,-3.1456577461662647
5608,2013-07-21,13:30:00,Common toad,Dead,unknown,1,Angus,,NO56,Considered Correct,56.728972135259816,-2.818789780329532
5579,2013-07-14,14:00:00,Common toad,Young,unknown,1,Perth and Kinross,,NN95,Considered Correct,56.62888389266282,-3.7951070800556357
5577,2013-03-15,14:05:00,Common frog,Adult,female,3,Clackmannanshire,Tillicoultry,NS99,Considered Correct,56.09009560543359,-3.7699398969396944
5576,2013-03-15,14:07:00,Common frog,Adult,male,7,Clackmannanshire,Tillicoultry,NS99,Considered Correct,56.09009560543359,-3.7699398969396944
5575,2013-03-15,12:41:00,Common frog,Spawn,unknown,1,Clackmannanshire,,NS99,Considered Correct,56.09009560543359,-3.7699398969396944
5574,2013-05-17,15:49:00,Palmate newt,Adult,female,7,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5573,2013-05-17,15:49:00,Palmate newt,Adult,male,8,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5572,2013-06-18,19:26:00,Common frog,Young,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5571,2013-03-13,13:15:00,Common lizard,Adult,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5570,2013-03-13,13:34:00,Common lizard,Adult,male,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5569,2012-09-29,16:02:00,Palmate newt,Adult,female,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5568,2012-08-28,15:05:00,Common toad,Adult,male,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5567,2012-03-22,16:25:00,Common frog,Adult,male,2,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5566,2012-03-17,16:24:00,Common frog,Spawn,unknown,15,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5565,2012-03-17,16:24:00,Common toad,Adult,female,,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5564,2012-03-17,16:23:00,Common toad,Adult,male,,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5563,2012-03-05,15:49:00,Common toad,Adult,female,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5562,2012-03-05,16:50:00,Common toad,Adult,male,2,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5561,2012-02-15,15:44:00,Palmate newt,Young,,5,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5544,2012-02-06,14:52:00,Common frog,Adult,male,3,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5543,2012-02-06,14:54:00,Palmate newt,Adult,female,8,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5542,2012-02-06,14:53:00,Palmate newt,Adult,male,5,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5541,2011-08-14,12:19:00,Common frog,Young,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5540,2011-08-17,12:09:00,Common frog,Young,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5539,2011-08-22,12:26:00,Common toad,Adult,female,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5538,2011-07-26,12:39:00,Common toad,Young,unknown,47,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5537,2011-06-07,14:00:00,Common toad,Tadpoles,unknown,,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5536,2010-08-22,14:24:00,Common toad,Adult,female,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5535,2011-06-01,12:21:00,Common frog,Adult,female,1,Stirling,Auchtoo,NN52,Considered Correct,56.34850460214181,-4.429965954906489
5534,2011-04-14,12:23:00,Common frog,Young,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5533,2010-07-23,19:38:00,Common lizard,Adult,male,1,Perth and Kinross,,NN72,Considered Correct,56.35442229896726,-4.106192373703626
5532,2010-07-23,19:37:00,Common lizard,Adult,female,1,Perth and Kinross,,NN72,Considered Correct,56.35442229896726,-4.106192373703626
5531,2012-08-12,15:44:00,Common toad,Young,unknown,7,Perth and Kinross,,NT19,Considered Correct,56.094283275331755,-3.448425148175405
5530,2012-08-12,15:40:00,Common frog,Young,,3,Perth and Kinross,,NT19,Considered Correct,56.094283275331755,-3.448425148175405
5529,2011-03-14,15:23:00,Palmate newt,Young,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5528,2009-04-10,13:21:00,Common frog,Adult,male,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5527,2009-08-12,14:53:00,Common toad,Young,unknown,10,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5526,2009-08-12,11:48:00,Common toad,Adult,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5525,2009-08-12,11:44:00,Common frog,Adult,female,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5524,2009-08-12,11:48:00,Common frog,Adult,male,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5523,2010-05-10,19:48:00,Common toad,Adult,female,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5522,2010-08-03,16:14:00,Common toad,Young,unknown,5,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5521,2010-08-03,16:13:00,Common frog,Young,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5520,2011-03-07,13:50:00,Common frog,Spawn,unknown,5,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5519,2011-03-07,14:20:00,Common toad,Adult,male,,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5518,2011-03-07,14:19:00,Common toad,Adult,female,,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
5490,2013-07-07,01:00:00,Adder,Adult,unknown,1,Aberdeenshire,,NO28,Considered Correct,56.90441029765564,-3.3153730508715373
5488,2003-07-26,14:30:00,Adder,Adult,unknown,2,Perth and Kinross,,NO05,Considered Correct,56.63112722522386,-3.63206449122216
5483,2013-07-03,01:00:00,Unknown snake,Adult,unknown,,Perth and Kinross,St. Fillans,NN62,Unable to Verify,56.35156883907636,-4.268079675597997
5473,2013-06-06,14:00:00,Common lizard,Adult,unknown,1,Midlothian,,NT25,Considered Correct,55.73676151967371,-3.2758042484246572
5392,2013-06-07,11:50:00,Grass snake,Young,unknown,1,Highlands,,NH68,Unable to Verify,57.78769843540442,-4.357571149753621
5315,2013-06-13,20:08:00,Grass snake,Adult,unknown,1,Glasgow City,Glasgow,NS56,Considered Incorrect,55.809908738869886,-4.396241019451688
5252,2013-06-03,08:43:00,Adder,Adult,male,1,Moray,,NJ10,Considered Correct,57.08217928355259,-3.4867388497664433
5250,2013-06-09,09:29:00,Great crested newt,Adult,male,1,West Lothian,Whiteside,NS96,Considered Correct,55.820681008092585,-3.757676742329605
5239,2013-06-06,19:10:00,Smooth newt,Young,unknown,3,East Dunbartonshire,Bearsden,NS57,Unable to Verify,55.89967892650784,-4.401782003177368
5202,2013-06-05,19:00:00,Common frog,Adult,unknown,1,Perth and Kinross,,NN93,Considered Correct,56.44929385657882,-3.78662131848695
5201,2013-06-05,19:00:00,Palmate newt,Adult,,8,Perth and Kinross,,NN93,Considered Correct,56.44929385657882,-3.78662131848695
5200,2013-06-05,19:00:00,Common frog,Tadpoles,unknown,,Perth and Kinross,,NN93,Considered Correct,56.44929385657882,-3.78662131848695
5189,2013-06-05,17:15:00,Common frog,unknown,unknown,,South Ayrshire,Alloway,NS31,Considered Correct,55.35451695955338,-4.684648049898121
5132,2013-05-29,01:00:00,Smooth newt,Young,unknown,1,North Lanarkshire,Wishaw,NS85,Unable to Verify,55.72849802892649,-3.9129107204025377
5131,2013-05-29,01:00:00,Unknown frog or toad,Adult,unknown,1,North Lanarkshire,Wishaw,NS85,Considered Correct,55.72849802892649,-3.9129107204025377
5081,2013-05-24,01:00:00,Adder,Adult,unknown,,North Ayrshire,Sannox,NS04,Considered Correct,55.61237361474852,-5.179772442178056
5050,2013-05-21,17:00:00,Palmate newt,Adult,unknown,6,Scottish Borders,,NT14,Considered Correct,55.64518169567137,-3.431793224003596
5049,2013-05-21,17:00:00,Palmate newt,Young,unknown,20,Scottish Borders,,NT14,Considered Correct,55.64518169567137,-3.431793224003596
4991,2013-05-12,14:00:00,Palmate newt,Dead,unknown,1,Highlands,,NM76,Considered Correct,56.67500749071695,-5.76047963797569
4923,2013-04-19,21:00:00,Common frog,Adult,unknown,1,Midlothian,,NT35,Considered Correct,55.738311859574495,-3.1165259305726356
4922,2013-04-19,21:00:00,Common toad,Adult,,45,Midlothian,,NT35,Considered Correct,55.738311859574495,-3.1165259305726356
4921,2013-04-14,21:00:00,Common toad,Adult,female,60,East Lothian,,NT58,Considered Correct,56.01031310413914,-2.803517195257465
4920,2013-04-14,21:00:00,Common toad,Adult,male,120,East Lothian,,NT58,Considered Correct,56.01031310413914,-2.803517195257465
4919,2012-05-05,10:00:00,Common frog,Young,unknown,1,East Lothian,,NT48,Considered Correct,56.00916390402649,-2.9639038596477856
4918,2012-05-05,10:00:00,Smooth newt,Adult,female,2,East Lothian,,NT48,Considered Correct,56.00916390402649,-2.9639038596477856
4917,2012-05-05,10:00:00,Smooth newt,Adult,male,3,East Lothian,,NT48,Considered Correct,56.00916390402649,-2.9639038596477856
4916,2012-04-28,10:00:00,Common frog,Tadpoles,unknown,,East Lothian,Inveresk,NT37,Considered Correct,55.9179761997335,-3.121687298719123
4915,2012-04-28,10:00:00,Smooth newt,Adult,female,2,East Lothian,Inveresk,NT37,Considered Correct,55.9179761997335,-3.121687298719123
4914,2012-04-28,10:00:00,Smooth newt,Adult,male,2,East Lothian,Inveresk,NT37,Considered Correct,55.9179761997335,-3.121687298719123
4913,2012-04-22,10:00:00,Common toad,Adult,female,1,West Lothian,,NS97,Considered Correct,55.910487389180865,-3.7617412182950027
4912,2012-04-22,10:00:00,Common frog,Young,unknown,1,West Lothian,,NS97,Considered Correct,55.910487389180865,-3.7617412182950027
4911,2012-04-08,10:00:00,Common toad,Adult,female,1,West Lothian,,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
4910,2012-04-08,10:00:00,Smooth newt,Adult,female,1,West Lothian,,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
4909,2012-04-08,10:00:00,Smooth newt,Adult,male,1,West Lothian,,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
4908,2013-04-07,10:00:00,Common toad,Adult,female,1,West Lothian,Murieston,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
4907,2013-04-07,10:00:00,Common frog,Adult,unknown,1,West Lothian,Murieston,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
4906,2013-04-21,10:00:00,Smooth newt,Adult,female,2,Edinburgh City,EH16,NT27,Considered Correct,55.91641542454328,-3.281701756420288
4905,2013-04-21,10:00:00,Smooth newt,Adult,male,2,Edinburgh City,EH16,NT27,Considered Correct,55.91641542454328,-3.281701756420288
4904,2013-04-21,10:00:00,Alpine newt,Adult,female,7,Edinburgh City,EH16,NT27,Considered Correct,55.91641542454328,-3.281701756420288
4903,2013-04-21,10:00:00,Alpine newt,Adult,male,4,Edinburgh City,EH16,NT27,Considered Correct,55.91641542454328,-3.281701756420288
4902,2013-04-20,21:00:00,Common toad,Adult,,415,Edinburgh City,EH16,NT27,Considered Correct,55.91641542454328,-3.281701756420288
4901,2013-04-20,21:00:00,Common frog,Adult,unknown,1,Edinburgh City,EH16,NT27,Considered Correct,55.91641542454328,-3.281701756420288
4900,2013-04-14,14:00:00,Common frog,Adult,unknown,4,Scottish Borders,,NT33,Considered Correct,55.55864191388643,-3.1114226951737627
4899,2013-05-05,10:00:00,Common frog,Adult,unknown,1,West Lothian,,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
4898,2013-05-05,10:00:00,Palmate newt,Adult,male,1,West Lothian,,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
4897,2013-05-05,10:00:00,Palmate newt,Adult,male,1,West Lothian,,NT06,Considered Correct,55.822857271065395,-3.5980334329476302
4896,2013-05-06,14:00:00,Palmate newt,Adult,,30,East Lothian,,NT46,Considered Correct,55.82949327454837,-2.9594534156191648
4690,2013-04-25,01:00:00,Adder,Young,male,1,Highlands,,NC80,Considered Correct,57.97302994321045,-4.031129748356195
4666,2013-04-11,13:00:00,Common toad,Adult,female,1,Perth and Kinross,Coupar Angus,NO24,Considered Correct,56.54515929377883,-3.3028813589374706
4665,2013-04-14,15:00:00,Unknown frog or toad,Adult,unknown,5,Perth and Kinross,Pitlochry,NN95,Considered Correct,56.62888389266282,-3.7951070800556357
4664,2013-04-23,16:00:00,Common frog,Adult,,20,Perth and Kinross,Aberfeldy,NN84,Considered Correct,56.536641456864444,-3.9535073020992786
4602,2013-04-19,01:00:00,Common toad,Adult,unknown,,Perth and Kinross,,NO04,Considered Correct,56.54132537199252,-3.628195796943699
4600,2013-04-19,,Common frog,Spawn,unknown,3,Perth and Kinross,,NO04,Considered Correct,56.54132537199252,-3.628195796943699
4519,2013-04-13,00:02:00,Pool frog (southern clade),Adult,unknown,12,Aberdeenshire,Peterhead,NJ94,Considered Incorrect,57.450197188161034,-2.1682787333622016
4517,2013-04-14,13:00:00,Adder,Adult,male,1,Highlands,,NC80,Considered Correct,57.97302994321045,-4.031129748356195
4499,2013-04-14,16:00:00,Common toad,Adult,unknown,1,Perth and Kinross,,NO21,Considered Correct,56.27570615843218,-3.293700231617894
4451,2013-04-02,,Common lizard,Adult,unknown,1,Highlands,,NH12,Considered Correct,57.23116973637264,-5.15205300932559
4450,2013-03-31,,Common frog,Spawn,unknown,1,Highlands,,NH22,Considered Correct,57.235211141458024,-4.9862497833563575
4449,2013-03-31,,Common lizard,Adult,,2,Highlands,,NH22,Considered Correct,57.235211141458024,-4.9862497833563575
4448,2013-03-31,,Common frog,Adult,,1,Highlands,,NH22,Considered Correct,57.235211141458024,-4.9862497833563575
4234,2013-03-03,10:40:00,Common frog,Adult,unknown,1,Renfrewshire,Houston,NS46,Considered Correct,55.80669924467339,-4.55587948520582
4233,2013-03-02,01:00:00,Common frog,Adult,unknown,1,Renfrewshire,Houston,NS46,Considered Correct,55.80669924467339,-4.55587948520582
4181,2013-02-19,13:20:00,Common lizard,Adult,female,,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
4180,2013-02-19,13:20:00,Common lizard,Adult,female,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
4031,2011-10-01,,Adder,Adult,,1,Highlands,Cannich,NH33,Considered Correct,57.32875402238083,-4.8273329986478
4025,2012-06-09,,Adder,Adult,male,1,Highlands,,NC92,Considered Correct,58.15515459182059,-3.871390450538429
4023,2012-06-20,,Adder,Dead,unknown,1,Highlands,,NC80,Considered Correct,57.97302994321045,-4.031129748356195
4022,2012-06-15,,Adder,Adult,,2,Highlands,Navidale,ND02,Considered Correct,58.157532768067426,-3.7014201087668437
4019,2012-09-26,13:11:00,Common lizard,Young,unknown,1,Perth and Kinross,,NN54,Considered Correct,56.52802305897233,-4.441467821987496
3985,2012-09-21,,Common lizard,Young,unknown,1,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
3984,2011-08-17,13:54:00,Common lizard,Young,unknown,2,Fife,,NS98,Considered Correct,56.00029225493189,-3.765828875913894
