"Record ID","Record date","Record time",Species,Lifestage,Sex,Quantity,County,"Nearest town/City","Grid ref","Verification state"
10189,2014-04-12,11:00:00,"Common frog",Spawn,unknown,null,Angus,,NO33,"Considered Correct"
10187,2014-10-06,11:00:00,"Common toad",Adult,unknown,2,"Argyll and Bute",,NR26,"Considered Correct"
10139,2014-09-21,15:00:00,Slow-worm,Adult,male,1,Highlands,Lecknasaide,NG87,"Considered Correct"
10128,2014-09-22,14:00:00,"Common toad",unknown,,,"Dumfries and Galloway",Kirkcudbright,NX65,"Considered Correct"
10123,2014-09-14,,"Common toad",Young,unknown,1,Stirling,,NS58,"Considered Correct"
10073,2014-09-10,10:48:00,"Palmate newt",Young,female,1,"East Lothian",,NT67,"Considered Correct"
10067,2013-05-22,13:15:00,Slow-worm,Adult,unknown,1,Angus,,NO57,"Considered Correct"
10036,2014-09-03,18:51:00,"Natterjack toad",Adult,unknown,1,Highlands,,NH94,"Considered Incorrect"
10024,2014-08-28,15:00:00,"Great crested newt",Adult,female,1,"Dumfries and Galloway",,NX66,"Considered Correct"
10014,2014-08-19,23:00:00,"Common toad",Adult,female,1,Stirling,Doune,NN70,"Considered Correct"
10013,2014-08-28,01:00:00,"Common lizard",Adult,female,1,"Dumfries and Galloway",,NX97,"Considered Correct"
10012,2014-08-28,01:00:00,"Common lizard",Adult,female,1,"Dumfries and Galloway",,NX97,"Considered Correct"
10011,2014-08-28,01:00:00,"Common lizard",Adult,male,1,"Dumfries and Galloway",,NX97,"Considered Correct"
10009,2014-08-22,01:00:00,"Common lizard",Adult,male,1,Stirling,,NS69,"Considered Correct"
10008,2014-08-22,01:00:00,"Common lizard",Adult,female,2,Stirling,,NS69,"Considered Correct"
10007,2014-08-22,01:00:00,"Common lizard",Young,unknown,3,Stirling,,NS69,"Considered Correct"
10006,2014-08-22,01:00:00,"Common lizard",Adult,female,1,Stirling,,NS69,"Considered Correct"
10005,2014-08-22,01:00:00,"Common lizard",Adult,female,1,Stirling,,NS69,"Considered Correct"
10004,2014-08-22,01:00:00,"Common lizard",Adult,female,1,Stirling,,NS69,"Considered Correct"
10003,2014-08-30,01:00:00,"Common toad",Adult,female,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
10002,2014-08-30,01:00:00,Adder,Adult,male,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
10001,2014-08-30,01:00:00,Adder,Dead,unknown,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
10000,2014-08-30,01:00:00,Adder,Adult,unknown,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
9999,2014-08-30,01:00:00,Adder,Adult,male,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
9998,2014-08-30,01:00:00,Adder,Adult,male,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
9997,2014-08-30,01:00:00,Adder,Adult,male,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
9996,2014-08-30,01:00:00,Adder,Adult,female,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
9995,2014-08-30,01:00:00,Adder,Adult,male,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
9994,2014-08-30,01:00:00,Adder,Adult,male,1,"Perth and Kinross",Braco,NN81,"Considered Correct"
9993,2014-08-30,01:00:00,Adder,Adult,female,1,"Perth and Kinross",Braco,NN71,"Considered Correct"
9983,2014-06-29,,"Common toad",Tadpoles,unknown,null,"North Ayrshire",,NR92,"Considered Correct"
9964,2014-07-20,,Adder,Adult,unknown,1,"Scottish Borders",,NT66,"Considered Correct"
9951,2014-08-20,01:00:00,Slow-worm,Adult,unknown,"Colony ","Argyll and Bute",,NS29,"Considered Correct"
9950,2014-08-20,01:00:00,"Common lizard",Adult,unknown,Several,"Argyll and Bute",,NS29,"Considered Correct"
9949,2014-08-20,01:00:00,"Common toad",Adult,unknown,2,"Argyll and Bute",,NS29,"Considered Correct"
9942,2014-08-16,14:00:00,"Common toad",Dead,unknown,3,"Argyll and Bute",,NM83,"Considered Correct"
9937,2014-08-02,15:00:00,"Common toad",Adult,unknown,1,"Argyll and Bute",,NR73,"Considered Correct"
9892,2014-08-07,18:45:00,Slow-worm,Adult,unknown,1,Highlands,Feshiebridge,NH80,"Considered Correct"
9888,2014-08-04,17:30:00,Slow-worm,Adult,female,1,"Argyll and Bute",,NR89,"Considered Correct"
9887,2014-08-05,18:00:00,Adder,Adult,female,1,"Argyll and Bute",,NR89,"Considered Correct"
9875,2014-08-07,03:00:00,"Common toad",unknown,,,Highlands,Rosehall,NH49,"Considered Correct"
9874,2014-08-07,03:00:00,"Palmate newt",Young,,1,Highlands,Rosehall,NH49,"Considered Correct"
9865,2014-08-06,16:13:00,"Common frog",Adult,unknown,1,Highlands,Inverness,NH64,"Considered Correct"
9846,2014-08-01,17:00:00,"Common frog",Adult,unknown,8,"North Ayrshire",,NS35,"Considered Correct"
9845,2014-07-30,19:20:00,"Common frog",Young,unknown,3,"North Ayrshire",,NS35,"Considered Correct"
9844,2014-07-30,19:20:00,"Common frog",Adult,unknown,5,"North Ayrshire",,NS35,"Considered Correct"
9843,2014-07-30,19:20:00,"Smooth newt",Young,unknown,3,"North Ayrshire",,NS35,"Considered Correct"
9825,2014-07-16,11:00:00,"Great crested newt",Adult,male,1,"Dumfries and Galloway",,NX76,"Considered Correct"
9808,2014-04-26,13:00:00,"Common lizard",Adult,unknown,5,"Dumfries and Galloway",Challoch,NX36,"Considered Correct"
9800,2014-07-23,13:00:00,"Common frog",Dead,unknown,1,"Perth and Kinross",Redgorton,NO02,"Considered Correct"
9773,2014-07-20,01:00:00,"Common lizard",Adult,unknown,1,"Scottish Borders",,NT33,"Considered Correct"
9730,1982-06-06,15:28:00,Slow-worm,Adult,unknown,1,"Scottish Borders",,NT76,"Considered Correct"
9670,2014-07-01,15:30:00,"Common lizard",Adult,unknown,1,"South Lanarkshire",Tarbrax,NT05,"Considered Correct"
9647,2014-06-24,10:00:00,"Unknown newt",Adult,female,1,"Argyll and Bute",,NR73,"Considered Correct"
9646,2014-06-24,19:45:00,"Unknown newt",Young,unknown,1,"Argyll and Bute",Lochgilphead,NR79,"Considered Correct"
9605,2014-06-19,18:00:00,"Common toad",Dead,unknown,2,Highlands,,NH81,"Considered Correct"
9603,2014-06-18,16:00:00,"Smooth newt",Young,,1,Midlothian,Penicuik,NT26,"Considered Correct"
9600,1992-07-01,15:00:00,Adder,Adult,unknown,1,Highlands,,NN89,"Considered Correct"
9575,2014-06-16,17:00:00,"Common frog",Tadpoles,unknown,null,Renfrewshire,Erskine,NS46,"Considered Correct"
9574,2014-06-16,17:00:00,"Unknown newt",Adult,unknown,1,Renfrewshire,Erskine,NS46,"Considered Correct"
9573,2014-06-16,17:00:00,"Common frog",Adult,,2,Renfrewshire,Erskine,NS46,"Considered Correct"
9567,2014-06-14,01:36:00,Slow-worm,Dead,unknown,1,Stirling,Balmaha,NS49,"Considered Correct"
9540,2014-05-05,01:00:00,"Palmate newt",Adult,unknown,,Highlands,,nc14,"Considered Correct"
9538,2014-06-08,12:00:00,"Common frog",Tadpoles,unknown,null,"Perth and Kinross",,NN90,"Considered Correct"
9441,2014-06-04,01:00:00,"Common lizard",Adult,unknown,1,Stirling,,NS89,"Considered Correct"
9342,2014-05-23,11:00:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",,NR79,"Considered Correct"
9290,2014-05-29,17:00:00,"Great crested newt",Adult,female,1,Fife,,NO42,"Considered Correct"
9289,2014-05-29,17:00:00,"Great crested newt",Adult,male,1,Fife,,NO42,"Considered Correct"
9254,2014-05-14,14:00:00,Slow-worm,Adult,,null,"Argyll and Bute","Isle of Mull",NM34,"Considered Correct"
9193,2014-05-17,14:45:00,"Pool frog (southern clade)",Young,,1,Highlands,Reay,NC96,"Unable to Verify"
9192,2014-05-17,01:00:00,"Common toad",Adult,unknown,1,"Edinburgh City",EH4,NT17,"Considered Correct"
9158,2014-05-13,14:08:00,"Unknown newt",Young,unknown,1,"Dumfries and Galloway",Canonbie,NY37,"Considered Correct"
9157,2014-05-06,,Slow-worm,Adult,unknown,1,Highlands,,NM56,"Considered Correct"
9156,2014-05-06,,"Common lizard",Adult,unknown,1,Highlands,,NM56,"Considered Correct"
9155,2014-05-07,,"Common toad",Dead,unknown,1,Highlands,Glenborrodale,NM66,"Considered Correct"
9154,2014-05-07,,"Common frog",Dead,unknown,1,Highlands,Glenborrodale,NM66,"Considered Correct"
9153,2014-05-07,,Slow-worm,Adult,unknown,1,Highlands,Glenborrodale,NM66,"Considered Correct"
9141,2014-05-09,17:00:00,"Smooth newt",Young,unknown,1,"Argyll and Bute",,NR79,"Unable to Verify"
9140,2014-05-08,11:00:00,"Common toad",Adult,unknown,1,"Argyll and Bute",,NR78,"Considered Correct"
9072,2014-05-04,17:00:00,Adder,Adult,female,1,Highlands,,NC50,"Considered Correct"
9056,2014-05-06,01:35:00,Adder,Adult,unknown,1,Moray,,NJ04,"Considered Correct"
9041,2014-05-05,21:15:00,"Smooth newt",Adult,unknown,1,Aberdeenshire,Blackburn,NJ81,"Considered Incorrect"
9023,2014-05-04,12:00:00,"Common frog",Young,unknown,1,Angus,,NO53,"Considered Correct"
9022,2014-05-04,12:00:00,"Common frog",Tadpoles,unknown,null,Angus,,NO53,"Considered Correct"
8962,2014-04-27,03:00:00,Slow-worm,Adult,,null,Highlands,Rosehall,NC40,"Considered Correct"
8944,2014-04-21,14:00:00,"Grass snake",Adult,,1,"East Lothian",,NT66,"Unable to Verify"
8920,2001-06-22,,"Common lizard",Adult,unknown,3,"Argyll and Bute",Kilmartin,NR89,"Considered Correct"
8904,2014-04-23,23:05:00,"Unknown lizard",Young,unknown,1,"Edinburgh City",EH14,NT27,"Unable to Verify"
8903,2014-04-23,23:05:00,"Unknown lizard",Young,unknown,1,"Edinburgh City",EH14,NT27,"Unable to Verify"
8902,2014-04-22,23:30:00,"Common toad",Adult,unknown,3,"South Ayrshire",Ayr,NS31,"Considered Correct"
8884,2014-04-18,15:00:00,"Common toad",Adult,unknown,40+,"Perth and Kinross",,NN71,"Considered Correct"
8867,2014-04-21,13:45:00,Adder,unknown,unknown,,"Edinburgh City",EH12,NT27,"Considered Correct"
8866,2014-04-19,16:00:00,"Common frog",Spawn,unknown,2,"Perth and Kinross",,NN73,"Considered Correct"
8865,2014-04-19,14:00:00,"Common frog",Spawn,unknown,4,"Perth and Kinross",,NN73,"Considered Correct"
8864,2014-04-19,13:00:00,"Common frog",Spawn,unknown,10,"Perth and Kinross",,NN73,"Considered Correct"
8863,2014-04-20,14:00:00,"Common frog",Young,unknown,1,"Perth and Kinross",,NO16,"Considered Correct"
8862,2014-04-20,12:00:00,"Common frog",Spawn,unknown,4,"Perth and Kinross",,NO16,"Considered Correct"
8758,2013-07-08,,"Common lizard",Adult,unknown,1,Stirling,,NS69,"Considered Correct"
8757,2013-07-08,,Adder,Adult,unknown,2,Stirling,,NS69,"Considered Correct"
8756,2014-04-14,18:00:00,Adder,Adult,unknown,1,Stirling,,NS69,"Considered Correct"
8755,2014-04-14,17:30:00,"Common frog",Tadpoles,unknown,null,Stirling,,NS69,"Considered Correct"
8754,2014-04-14,17:30:00,"Common lizard",Young,unknown,4,Stirling,,NS69,"Considered Correct"
8753,2014-04-14,17:30:00,"Common lizard",Adult,female,5,Stirling,,NS69,"Considered Correct"
8752,2014-04-14,17:30:00,"Common lizard",Adult,male,6,Stirling,,NS69,"Considered Correct"
8745,1980-06-28,,"Common frog",Adult,unknown,null,Angus,,NO26,"Considered Correct"
8688,2014-04-06,13:31:00,"Common frog",Adult,unknown,1,Stirling,,NS69,"Considered Correct"
8687,2014-04-06,13:31:00,"Common lizard",Adult,male,2,Stirling,,NS69,"Considered Correct"
8646,2014-03-16,15:30:00,Adder,Adult,unknown,1,Aberdeenshire,,NO09,"Considered Correct"
8645,2014-04-04,11:00:00,"Common frog",Spawn,unknown,4,Highlands,Strathpeffer,NH45,"Considered Correct"
8631,2014-03-26,15:00:00,"Common toad",Adult,unknown,1,"Argyll and Bute",,NR99,"Considered Correct"
8623,2014-02-22,,"Common frog",Spawn,unknown,~30,"Edinburgh City",EH14,NT16,"Considered Correct"
8597,2014-03-03,,"Common frog",Spawn,unknown,8,"Edinburgh City",Queensferry,NT17,"Considered Correct"
8596,2014-03-03,,"Common frog",Adult,unknown,14,"Edinburgh City",Queensferry,NT17,"Considered Correct"
8450,2014-03-20,00:00:00,"Palmate newt",Adult,unknown,1,"Dumfries and Galloway",,NX87,"Considered Correct"
8444,2014-03-23,12:00:00,"Common frog",Spawn,unknown,1,"Perth and Kinross",Perth,NO12,"Considered Correct"
8320,2014-03-18,19:30:00,"Common toad",Adult,female,2,"Edinburgh City",EH16,NT27,"Considered Correct"
8319,2014-03-18,19:30:00,"Common toad",Adult,male,28,"Edinburgh City",EH16,NT27,"Considered Correct"
8318,2014-03-18,19:30:00,"Common frog",Adult,,13,"Edinburgh City",EH16,NT27,"Considered Correct"
8317,2014-03-14,19:00:00,"Common frog",Adult,male,10,"East Lothian",,NT58,"Considered Correct"
8316,2013-05-18,09:00:00,"Palmate newt",Young,male,1,Midlothian,"Milton Bridge",NT26,"Considered Correct"
8315,2013-05-18,09:00:00,"Smooth newt",Adult,female,1,Midlothian,"Milton Bridge",NT26,"Considered Correct"
8314,2013-05-18,09:00:00,"Smooth newt",Adult,male,1,Midlothian,"Milton Bridge",NT26,"Considered Correct"
8309,2013-08-31,13:00:00,"Common lizard",Sloughs,unknown,1,"Scottish Borders",,NT33,"Considered Correct"
8308,2013-08-31,13:00:00,"Common toad",Adult,female,1,"Scottish Borders",,NT33,"Considered Correct"
8307,2013-08-31,13:00:00,"Common frog",Adult,male,1,"Scottish Borders",,NT33,"Considered Correct"
8305,2013-08-25,12:30:00,Adder,Adult,female,1,"East Lothian",,NT66,"Considered Correct"
8304,2013-08-25,13:00:00,"Common lizard",Adult,unknown,1,"East Lothian",Duns,NT66,"Considered Correct"
8303,2013-08-25,11:00:00,"Common lizard",Adult,unknown,1,"East Lothian",,NT66,"Considered Correct"
8302,2013-08-25,12:00:00,"Common toad",Young,,500,"East Lothian",,NT66,"Considered Correct"
8301,2013-06-29,13:00:00,"Palmate newt",Adult,male,1,"East Lothian",,NT67,"Considered Correct"
8299,2014-03-17,22:30:00,"Common toad",Adult,,null,Highlands,Nairn,NH85,"Considered Correct"
8274,2014-03-17,09:04:00,"Common frog",Adult,,78,Stirling,Dunblane,NN70,"Considered Correct"
8268,2014-03-17,12:00:00,"Common frog",Adult,,10,"Perth and Kinross",Abernyte,NO23,"Considered Correct"
8255,2014-03-17,01:00:00,"Common toad",Adult,female,,Highlands,,NC80,"Considered Correct"
8254,2014-03-17,01:00:00,"Common toad",Adult,male,,Highlands,,NC80,"Considered Correct"
8185,2014-03-10,14:24:00,Adder,Adult,male,2,"East Lothian",,NT66,"Considered Correct"
8184,2014-03-10,15:21:00,Adder,Adult,male,2,"East Lothian",,NT66,"Considered Correct"
8183,2014-03-10,15:15:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8182,2014-03-10,14:47:00,Adder,Adult,male,2,"East Lothian",,NT66,"Considered Correct"
8181,2014-03-10,14:45:00,"Common lizard",Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8180,2014-03-10,14:44:00,"Common lizard",Young,unknown,1,"East Lothian",,NT66,"Considered Correct"
8179,2014-03-10,14:38:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8178,2014-03-10,14:34:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8177,2014-03-10,14:29:00,Adder,Adult,male,2,"East Lothian",,NT66,"Considered Correct"
8176,2014-03-10,14:30:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8175,2014-03-10,14:25:00,Adder,Adult,male,3,"East Lothian",,NT66,"Considered Correct"
8174,2014-03-04,15:17:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8173,2014-03-04,15:17:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8172,2014-03-04,15:16:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8171,2014-03-04,15:14:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8170,2014-03-04,15:11:00,Adder,Adult,male,2,"East Lothian",,NT66,"Considered Correct"
8169,2014-03-04,15:04:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8168,2014-03-04,15:02:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8167,2014-03-04,14:24:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
8150,2014-03-14,09:14:00,"Palmate newt",Dead,unknown,4,"West Dunbartonshire",Dalmuir,NS47,"Considered Correct"
8149,2014-03-14,09:14:00,"Palmate newt",Dead,unknown,4,"West Dunbartonshire",Dalmuir,NS47,"Considered Correct"
8134,2014-03-13,10:00:00,"Common frog",Adult,unknown,1,"Edinburgh City",EH9,NT27,"Considered Correct"
8014,2014-03-11,14:30:00,"Common frog",Spawn,unknown,2,"Argyll and Bute",Achnaba,NR98,"Considered Correct"
8013,2014-03-11,13:00:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",Achnaba,NR98,"Considered Correct"
7938,2014-03-10,17:45:00,"Common frog",Spawn,unknown,2,"Argyll and Bute",Bellanoch,NR79,"Considered Correct"
7886,2014-03-07,09:00:00,"Common frog",Adult,female,1,"North Lanarkshire",,NS75,"Considered Correct"
7843,2014-03-08,12:55:00,"Natterjack toad",unknown,unknown,,"Dumfries and Galloway",Shearington,NY06,"Considered Correct"
7842,2014-03-08,12:54:00,"Natterjack toad",unknown,unknown,,"Dumfries and Galloway",Shearington,NY06,"Considered Correct"
7787,2014-03-03,08:50:00,"Common frog",Dead,unknown,1,"North Lanarkshire",,NS75,"Considered Correct"
7765,2014-02-27,11:20:00,"Unknown frog or toad",Spawn,unknown,3,"Argyll and Bute",Lochgilphead,NR88,"Considered Correct"
7694,2014-02-23,13:00:00,"Common frog",Spawn,unknown,2,"Argyll and Bute",,NR99,"Considered Correct"
7693,2014-02-20,17:00:00,"Common frog",Spawn,unknown,3,"Argyll and Bute",,NR88,"Considered Correct"
7692,2014-02-20,17:00:00,"Common toad",Adult,unknown,1,"Argyll and Bute",,NR88,"Considered Correct"
7519,2013-03-21,,"Common frog",Spawn,unknown,9,"Edinburgh City",Queensferry,NT17,"Considered Correct"
7518,2013-05-15,,"Common frog",Adult,,12,"Edinburgh City",Queensferry,NT17,"Considered Correct"
7517,2013-05-15,,"Common frog",Young,unknown,6,"Edinburgh City",Queensferry,NT17,"Considered Correct"
7516,2013-05-15,,"Common frog",Tadpoles,unknown,null,"Edinburgh City",Queensferry,NT17,"Considered Correct"
7514,2014-10-01,,"Grass snake",Young,,null,Moray,Forres,NJ05,"Considered Correct"
7483,2013-12-30,19:05:00,"Palmate newt",Adult,male,1,"South Lanarkshire",Glasgow,NS65,"Considered Correct"
6631,2013-10-07,01:00:00,"Common lizard",Young,male,1,"West Lothian",Bathgate,NS96,"Considered Correct"
6630,2013-10-07,01:00:00,"Common lizard",Young,male,1,"West Lothian",Bathgate,NS96,"Considered Correct"
6629,2013-10-05,07:00:00,"Great crested newt",Adult,female,1,"West Lothian",Seafield,NT06,"Considered Correct"
6613,2013-10-01,11:00:00,Slow-worm,Adult,,1,"Argyll and Bute",Whitehouse,NR86,"Considered Correct"
6612,2013-10-01,11:00:00,"Common lizard",Adult,,2,"Argyll and Bute",Whitehouse,NR86,"Considered Correct"
6611,2013-10-01,11:00:00,"Common toad",Young,,3,"Argyll and Bute",Whitehouse,NR86,"Considered Correct"
6597,2013-09-29,10:22:00,"Common lizard",Young,unknown,1,"Dumfries and Galloway",,NX97,"Considered Correct"
6596,2013-09-29,10:22:00,Adder,Adult,male,2,"Dumfries and Galloway",,NX97,"Considered Correct"
6519,2013-09-29,01:00:00,Slow-worm,Adult,unknown,1,Stirling,,NN60,"Considered Correct"
6361,2013-08-02,,"Common lizard",Adult,unknown,12,Highlands,,NC80,"Considered Correct"
6355,2012-09-06,16:00:00,"Common lizard",Dead,unknown,1,"Perth and Kinross",Kirkmichael,NO05,"Considered Correct"
6354,2013-09-14,01:00:00,Adder,Adult,unknown,,Highlands,,NG61,"Considered Correct"
6353,2013-09-05,13:00:00,"Common lizard",Young,unknown,1,"Perth and Kinross",,NO05,"Considered Correct"
6351,2013-08-06,13:00:00,Adder,Adult,unknown,1,"South Ayrshire",,NX28,"Considered Correct"
6348,2013-07-17,18:00:00,"Common toad",Adult,male,1,"South Lanarkshire",,NS84,"Considered Correct"
6347,2013-07-17,18:00:00,"Common toad",Tadpoles,unknown,null,"South Lanarkshire",,NS84,"Considered Correct"
6346,2013-07-17,19:00:00,"Common frog",Tadpoles,unknown,null,"South Lanarkshire",,NS84,"Considered Correct"
6345,2013-09-11,11:00:00,"Common toad",Young,,2,"Dumfries and Galloway",,NX97,"Considered Correct"
6344,2013-09-11,10:00:00,Adder,Young,,1,"Dumfries and Galloway",,NX97,"Considered Correct"
6343,2013-09-11,16:00:00,"Palmate newt",Young,,3,"Dumfries and Galloway",,NX89,"Considered Correct"
6342,2013-09-11,16:00:00,"Common frog",Young,,5,"Dumfries and Galloway",,NX89,"Considered Correct"
6341,2013-09-11,15:00:00,"Common toad",Adult,female,1,"Dumfries and Galloway",,NX89,"Considered Correct"
6284,2013-09-08,10:12:00,"Unknown lizard",Young,unknown,1,Stirling,Bannockburn,NS89,"Unable to Verify"
6274,2013-09-07,14:00:00,"Common toad",unknown,unknown,1,"Perth and Kinross",Pitcairngreen,NO02,"Considered Correct"
6216,2013-09-01,13:00:00,Slow-worm,Adult,unknown,,"Scottish Borders",,NT76,"Considered Correct"
6213,2013-08-29,13:00:00,"Common toad",Young,unknown,3,Highlands,,NC01,"Considered Correct"
6212,2013-08-29,14:00:00,Slow-worm,Adult,unknown,1,Highlands,,NC01,"Considered Correct"
6211,2013-07-10,10:00:00,Adder,Adult,female,1,Highlands,,NC01,"Considered Correct"
6206,2013-07-13,,"Common lizard",Adult,unknown,null,"Perth and Kinross",,NO06,"Considered Correct"
6200,2013-08-25,11:00:00,"Common frog",Adult,unknown,10,"Perth and Kinross",,NN87,"Considered Correct"
6199,2013-08-24,13:00:00,"Common frog",Young,unknown,20,"Perth and Kinross",,NN86,"Considered Correct"
6192,2013-08-29,15:56:00,"Common lizard",Young,unknown,1,Fife,,NS98,"Considered Correct"
6191,2013-08-29,14:16:00,"Palmate newt",Tadpoles,unknown,null,Fife,,NS98,"Considered Correct"
6190,2013-08-29,14:10:00,"Common lizard",Young,unknown,1,Fife,,NS98,"Considered Correct"
6189,2013-08-29,13:48:00,"Common lizard",Young,unknown,1,Fife,,NS98,"Considered Correct"
6188,2013-08-22,17:04:00,"Common lizard",Young,unknown,1,Stirling,Aberfoyle,NN50,"Considered Correct"
6187,2013-07-22,17:29:00,"Common lizard",Adult,female,1,Stirling,Aberfoyle,NN50,"Considered Correct"
6186,2013-07-22,19:31:00,Slow-worm,Adult,female,1,Stirling,,NN31,"Considered Correct"
6185,2013-05-09,22:00:00,"Natterjack toad",Adult,male,2,"Dumfries and Galloway",,NY06,"Considered Correct"
6184,2013-08-27,,"Common toad",Young,unknown,20,Midlothian,,NT25,"Considered Correct"
6170,2013-08-26,16:00:00,"Common toad",Young,unknown,1,"South Lanarkshire","East Kilbride",NS65,"Considered Correct"
6168,2013-08-22,16:30:00,Slow-worm,Adult,unknown,1,"Perth and Kinross",,NN72,"Considered Correct"
6167,2013-08-25,17:34:00,Adder,Young,unknown,1,Aberdeenshire,,NO09,"Considered Correct"
6164,2013-07-11,13:00:00,Adder,Adult,,1,Stirling,,NN50,"Considered Correct"
6163,2013-08-24,22:47:00,"Natterjack toad",unknown,unknown,,"Dumfries and Galloway",Shearington,NY06,"Considered Correct"
6162,2013-08-24,22:44:00,"Natterjack toad",unknown,unknown,,"Dumfries and Galloway",Shearington,NY06,"Considered Correct"
6157,2013-08-22,01:00:00,"Unknown frog or toad",Young,unknown,20,"Perth and Kinross",,NN95,"Considered Correct"
6141,2013-08-21,19:00:00,"Common toad",Dead,unknown,1,Fife,,NO31,"Considered Correct"
6122,2013-08-14,11:00:00,"Common frog",Young,unknown,,"Argyll and Bute",,,"Considered Correct"
6112,2013-08-04,14:00:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",Kilmartin,NR89,"Considered Correct"
6111,2013-07-31,17:30:00,Adder,Young,unknown,1,"Argyll and Bute",,NR89,"Considered Correct"
6105,2013-08-19,16:10:00,Adder,Adult,female,1,Aberdeenshire,,NO09,"Considered Correct"
6104,2013-08-19,,Adder,Sloughs,unknown,1,"Dumfries and Galloway",,NX26,"Considered Correct"
6100,2013-08-12,14:40:00,Adder,Adult,male,1,"Argyll and Bute",,NR62,"Considered Correct"
6099,2013-08-13,13:00:00,"Unknown frog or toad",unknown,,,Renfrewshire,,NS35,"Considered Correct"
6098,2013-08-07,12:23:00,"Unknown lizard",unknown,,,"Dumfries and Galloway",,NX48,"Considered Correct"
6097,2013-08-07,12:23:00,Adder,Young,female,1,"Dumfries and Galloway",,NX48,"Considered Correct"
6096,2013-08-18,18:30:00,Adder,Adult,unknown,1,Aberdeenshire,,NO08,"Considered Correct"
6095,2013-08-18,11:45:00,Adder,Adult,unknown,1,Aberdeenshire,,NO09,"Considered Correct"
6088,2013-07-30,10:31:00,Adder,Adult,female,1,"North Ayrshire",,NR93,"Considered Correct"
6087,2013-08-16,13:00:00,Adder,Young,male,1,Highlands,,NH06,"Considered Correct"
6084,2013-07-08,,Adder,Dead,unknown,1,Highlands,,NC70,"Considered Correct"
6083,2013-07-15,,Adder,Dead,unknown,1,Highlands,,NC70,"Considered Correct"
6082,2013-07-05,,Adder,Dead,unknown,1,Highlands,,NC70,"Considered Correct"
6081,2013-08-05,,Adder,Dead,unknown,1,Highlands,,NC70,"Considered Correct"
6080,2013-08-17,,Adder,Dead,unknown,1,Highlands,,NC70,"Considered Correct"
5996,2013-02-25,20:00:00,"Common frog",Adult,unknown,38,"Edinburgh City",Queensferry,NT17,"Considered Correct"
5995,2013-07-15,10:00:00,"Common frog",Young,unknown,20,"Edinburgh City",Queensferry,NT17,"Considered Correct"
5994,2013-07-15,10:00:00,"Smooth newt",Young,unknown,2,"Edinburgh City",Queensferry,NT17,"Unable to Verify"
5993,2013-07-15,10:00:00,"Smooth newt",Adult,unknown,2,"Edinburgh City",Queensferry,NT17,"Unable to Verify"
5992,2013-07-15,10:00:00,"Common frog",Adult,unknown,8,"Edinburgh City",Queensferry,NT17,"Considered Correct"
5984,2013-08-16,01:00:00,"Common frog",Young,unknown,33,"South Lanarkshire",,NS65,"Considered Correct"
5977,2013-08-08,16:23:00,"Common toad",Adult,unknown,2,Angus,Arbroath,NO64,"Considered Correct"
5976,2013-08-12,14:00:00,"Common frog",Tadpoles,unknown,null,"South Lanarkshire",Lanark,NS94,"Considered Correct"
5975,2013-08-12,14:00:00,"Common toad",Adult,,1,"South Lanarkshire",Lanark,NS94,"Considered Correct"
5974,2013-08-12,14:00:00,"Smooth newt",Adult,,1,"South Lanarkshire",Lanark,NS94,"Considered Correct"
5973,2013-08-14,17:15:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
5926,2013-05-15,16:32:00,Slow-worm,Adult,unknown,1,Highlands,,NH44,"Considered Correct"
5925,2013-05-12,06:15:00,Slow-worm,Adult,unknown,1,Highlands,,NH44,"Considered Correct"
5923,2013-08-10,13:00:00,"Common frog",Adult,unknown,1,Midlothian,,NT25,"Considered Correct"
5919,2013-08-04,,"Unknown newt",Adult,,1,"Dumfries and Galloway",,NX25,"Considered Correct"
