Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.08128E-4,70.27350317,0.904892677,0.031162739,0.699044586,0.737179487
6.14569E-4,70.518740625,0.907233309,0.030715961,0.700636943,0.737179487
6.22159E-4,70.767264936,0.909917488,0.030269184,0.705414013,0.743589744
6.35263E-4,71.019497441,0.914370662,0.029822406,0.708598726,0.743589744
6.39409E-4,71.274621833,0.915733213,0.029375628,0.710191083,0.75
6.4301E-4,71.531108234,0.916899278,0.028928851,0.711783439,0.75
6.54603E-4,71.790812036,0.920543847,0.028482073,0.71656051,0.75
6.61888E-4,72.054238996,0.922752123,0.028035295,0.72133758,0.756410256
6.69119E-4,72.254255066,0.924883341,0.027700212,0.724522293,0.756410256
6.73373E-4,72.522843931,0.926109387,0.027253435,0.727707006,0.762820513
6.83005E-4,72.795354093,0.92881219,0.026806657,0.73089172,0.762820513
6.84627E-4,73.000668718,0.929257633,0.026471574,0.73089172,0.762820513
6.91441E-4,73.27566326,0.931098153,0.026024796,0.734076433,0.762820513
6.95127E-4,73.553005481,0.932073828,0.025578019,0.73566879,0.762820513
7.0316E-4,73.763191119,0.934152279,0.025242935,0.738853503,0.762820513
7.13115E-4,74.047452888,0.936640223,0.024796158,0.74044586,0.769230769
7.1864E-4,74.262582057,0.93798019,0.024461075,0.743630573,0.769230769
7.3403E-4,74.553977957,0.941564989,0.024014297,0.746815287,0.775641026
7.42037E-4,74.775835844,0.943347569,0.023679214,0.751592357,0.775641026
7.51561E-4,75.000596854,0.945397038,0.02334413,0.753184713,0.782051282
7.64037E-4,75.304083303,0.947969879,0.022897353,0.757961783,0.782051282
7.78887E-4,75.536331286,0.950874849,0.02256227,0.75955414,0.794871795
7.99739E-4,75.774652798,0.954682402,0.022227186,0.762738854,0.794871795
8.03107E-4,76.015050579,0.955269041,0.021892103,0.76433121,0.794871795
8.15899E-4,76.257477606,0.957428941,0.02155702,0.765923567,0.794871795
8.24711E-4,76.504261092,0.958855756,0.021221937,0.76910828,0.794871795
8.27848E-4,76.918126345,0.959352029,0.02055177,0.76910828,0.794871795
8.28185E-4,77.000944849,0.959405064,0.02055177,0.775477707,0.801282051
8.34143E-4,77.250627043,0.960330035,0.020216687,0.775477707,0.807692308
8.34826E-4,77.501074756,0.960434732,0.01976991,0.777070064,0.807692308
8.42393E-4,77.752988072,0.96157625,0.019546521,0.78343949,0.807692308
8.6009E-4,78.009359201,0.964118974,0.019211438,0.786624204,0.820512821
8.67113E-4,78.268460404,0.965080713,0.018876354,0.791401274,0.820512821
8.72416E-4,78.529785561,0.96578992,0.018541271,0.794585987,0.820512821
8.7422E-4,78.879473405,0.96602778,0.017982799,0.794585987,0.820512821
8.75609E-4,79.05454149,0.966209936,0.017871105,0.800955414,0.820512821
8.78891E-4,79.317863295,0.966636177,0.017536021,0.802547771,0.820512821
8.91175E-4,79.585060487,0.968184806,0.017200938,0.805732484,0.820512821
