x,y,species cloglog values
846.0,846.0,0.24412344
847.0,847.0,0.30226257
848.0,848.0,0.04720798
849.0,849.0,0.5481924
850.0,850.0,0.1390025
851.0,851.0,0.12933148
852.0,852.0,0.14417164
853.0,853.0,0.11231861
854.0,854.0,0.7002268
855.0,855.0,0.19642162
856.0,856.0,0.13668293
857.0,857.0,0.19369322
858.0,858.0,0.027801063
859.0,859.0,0.27951396
860.0,860.0,0.22576569
861.0,861.0,0.49439928
862.0,862.0,0.255107
863.0,863.0,0.42977747
864.0,864.0,0.46827316
865.0,865.0,0.05235663
866.0,866.0,0.033935033
867.0,867.0,0.5838317
868.0,868.0,0.6077843
869.0,869.0,0.21662109
870.0,870.0,0.16380107
871.0,871.0,0.35442188
872.0,872.0,0.016686263
873.0,873.0,0.7911425
874.0,874.0,0.37978387
875.0,875.0,0.6203165
876.0,876.0,0.12673365
877.0,877.0,0.67429817
878.0,878.0,0.16217344
879.0,879.0,0.77501506
880.0,880.0,0.2514824
881.0,881.0,0.6472938
882.0,882.0,0.3061598
883.0,883.0,0.022554647
884.0,884.0,0.14367935
885.0,885.0,0.2612073
886.0,886.0,0.116279
887.0,887.0,0.050236598
888.0,888.0,0.4487948
889.0,889.0,0.28203896
890.0,890.0,0.0073250975
891.0,891.0,0.17196904
892.0,892.0,0.045753844
893.0,893.0,0.26031172
894.0,894.0,0.07329378
895.0,895.0,0.17219262
896.0,896.0,0.3635686
897.0,897.0,0.4383899
898.0,898.0,0.016806489
899.0,899.0,0.27500117
900.0,900.0,0.23653893
901.0,901.0,0.30829296
902.0,902.0,0.035626825
903.0,903.0,0.3561133
904.0,904.0,0.017212277
905.0,905.0,0.11364462
906.0,906.0,0.041192677
907.0,907.0,0.11512895
908.0,908.0,0.07228167
909.0,909.0,0.19008175
910.0,910.0,0.35656118
911.0,911.0,0.18569516
912.0,912.0,0.051254835
913.0,913.0,0.14883183
914.0,914.0,0.04951832
915.0,915.0,0.092749685
916.0,916.0,0.18533154
917.0,917.0,0.01563275
918.0,918.0,0.2761348
919.0,919.0,0.23359111
920.0,920.0,0.031180993
921.0,921.0,0.30785215
922.0,922.0,0.36070946
923.0,923.0,0.12574597
924.0,924.0,0.30558938
925.0,925.0,0.07299003
926.0,926.0,0.20693742
927.0,927.0,0.03404989
928.0,928.0,0.31446153
929.0,929.0,0.18950503
930.0,930.0,0.15291905
931.0,931.0,0.15310639
932.0,932.0,0.3215531
933.0,933.0,0.13941398
934.0,934.0,0.11557178
935.0,935.0,0.3437706
936.0,936.0,0.07711479
937.0,937.0,0.99471223
938.0,938.0,0.135701
939.0,939.0,0.042522915
940.0,940.0,0.08429993
941.0,941.0,0.14354739
942.0,942.0,0.08390064
943.0,943.0,0.24907531
944.0,944.0,0.034154817
945.0,945.0,0.43378654
946.0,946.0,0.3767598
947.0,947.0,0.27886423
948.0,948.0,0.15188001
949.0,949.0,0.48341954
950.0,950.0,0.51162606
951.0,951.0,0.29078025
952.0,952.0,0.20049709
953.0,953.0,0.078625344
954.0,954.0,0.35590845
955.0,955.0,0.018774267
956.0,956.0,0.7020081
957.0,957.0,0.22057498
958.0,958.0,0.4254989
959.0,959.0,0.18994541
960.0,960.0,0.12726484
961.0,961.0,0.3443897
962.0,962.0,0.017777506
963.0,963.0,0.07734135
964.0,964.0,0.031121844
965.0,965.0,0.1990473
966.0,966.0,0.2903152
967.0,967.0,0.078327686
968.0,968.0,0.67509866
969.0,969.0,0.11902264
970.0,970.0,0.10327363
971.0,971.0,0.16703236
972.0,972.0,0.2816208
973.0,973.0,0.10548299
974.0,974.0,0.18562207
975.0,975.0,0.09542973
976.0,976.0,0.25424603
977.0,977.0,0.035661984
978.0,978.0,0.09468464
979.0,979.0,0.035861526
980.0,980.0,0.73032975
981.0,981.0,0.16673578
982.0,982.0,0.15692654
983.0,983.0,0.42794615
984.0,984.0,0.1433781
985.0,985.0,0.15045762
986.0,986.0,0.2686511
987.0,987.0,0.035953872
988.0,988.0,0.025623443
989.0,989.0,0.1965451
990.0,990.0,0.1010739
991.0,991.0,0.06990693
992.0,992.0,0.09479054
993.0,993.0,0.124145724
994.0,994.0,0.029186472
995.0,995.0,0.07182453
996.0,996.0,0.9666361
997.0,997.0,0.23970068
